id,branch,language,segments_IPA,segments_source,sound_type,source,comments,glottocode
1372,Lezgic,Tsakhur,ɢ,ɢ,consonant,"[Кибрик, Кодзасов 1990: 343-344]","ɢ и q̄ находятся в дополнительном распределении: ɢ в начале слова, q̄ --- в интервокальной позиции",tsak1249
1373,Lezgic,Tsakhur,ɣ,ɡ̌,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1374,Lezgic,Tsakhur,h,h,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1375,Lezgic,Tsakhur,j,j,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1376,Lezgic,Tsakhur,k',k',consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1377,Lezgic,Tsakhur,k'ʷ,k'˳,consonant,"[Кибрик, Кодзасов 1990: 343-344]","имеются исконные лабиализованные всех рядов, кроме губных и ларингалов",tsak1249
1378,Lezgic,Tsakhur,kː,k̄,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1379,Lezgic,Tsakhur,kːʷ,k̄˳,consonant,"[Кибрик, Кодзасов 1990: 343-344]","имеются исконные лабиализованные всех рядов, кроме губных и ларингалов",tsak1249
1380,Lezgic,Tsakhur,kʰ,k,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1381,Lezgic,Tsakhur,kʰʷ,k˳,consonant,"[Кибрик, Кодзасов 1990: 343-344]","имеются исконные лабиализованные всех рядов, кроме губных и ларингалов",tsak1249
1382,Lezgic,Tsakhur,l,l,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1383,Lezgic,Tsakhur,m,m,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1384,Lezgic,Tsakhur,n,n,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1385,Lezgic,Tsakhur,p',p',consonant,"[Кибрик, Кодзасов 1990: 343-344]",p' встречается в единичных словах,tsak1249
1386,Lezgic,Tsakhur,pː,p̄,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1387,Lezgic,Tsakhur,pʰ,p,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1388,Lezgic,Tsakhur,q',q',consonant,"[Кибрик, Кодзасов 1990: 343-344]","Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",tsak1249
1389,Lezgic,Tsakhur,q'ʷ,q'˳,consonant,"[Кибрик, Кодзасов 1990: 343-344]","имеются исконные лабиализованные всех рядов, кроме губных и ларингалов",tsak1249
1390,Lezgic,Tsakhur,qː,q̄,consonant,"[Кибрик, Кодзасов 1990: 343-344]","ɢ и q̄ находятся в дополнительном распределении: ɢ в начале слова, q̄ --- в интервокальной позиции. Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",tsak1249
1391,Lezgic,Tsakhur,qːʷ,q̄˳,consonant,"[Кибрик, Кодзасов 1990: 343-344]","имеются исконные лабиализованные всех рядов, кроме губных и ларингалов",tsak1249
1392,Lezgic,Tsakhur,qʰ,q,consonant,"[Кибрик, Кодзасов 1990: 343-344]","Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",tsak1249
1393,Lezgic,Tsakhur,qʰʷ,q˳,consonant,"[Кибрик, Кодзасов 1990: 343-344]","имеются исконные лабиализованные всех рядов, кроме губных и ларингалов",tsak1249
1394,Lezgic,Tsakhur,r,r,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1395,Lezgic,Tsakhur,ʁ,ʀ,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1396,Lezgic,Tsakhur,s,s,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1397,Lezgic,Tsakhur,sː,s̄,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1398,Lezgic,Tsakhur,ʃ,š,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1399,Lezgic,Tsakhur,ʃː,s̄̌,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1400,Lezgic,Tsakhur,t',t',consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1401,Lezgic,Tsakhur,tː,t̄,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1402,Lezgic,Tsakhur,tʰ,t,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1403,Lezgic,Tsakhur,ts',c',consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1404,Lezgic,Tsakhur,tsː,c̄,consonant,"[Кибрик, Кодзасов 1990: 343-344]",tsː встречается в единичных словах,tsak1249
1405,Lezgic,Tsakhur,tsʰ,c,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1406,Lezgic,Tsakhur,tʃ',č',consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1407,Lezgic,Tsakhur,tʃː,c̄̌,consonant,"[Кибрик, Кодзасов 1990: 343-344]",c̄̌ встречается в единичных словах,tsak1249
1408,Lezgic,Tsakhur,tʃʰ,č,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1409,Lezgic,Tsakhur,w,w,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1410,Lezgic,Tsakhur,x,x,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1411,Lezgic,Tsakhur,xː,xː,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1412,Lezgic,Tsakhur,xʷ,x˳,consonant,"[Кибрик, Кодзасов 1990: 343-344]","имеются исконные лабиализованные всех рядов, кроме губных и ларингалов",tsak1249
1413,Lezgic,Tsakhur,z,z,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1414,Lezgic,Tsakhur,ʒ,ž,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1415,Lezgic,Tsakhur,ʔ,ʔ,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1416,Lezgic,Tsakhur,χ,χ,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1417,Lezgic,Tsakhur,χː,χː,consonant,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1418,Lezgic,Tsakhur,χʷ,χ˳,consonant,"[Кибрик, Кодзасов 1990: 343-344]","имеются исконные лабиализованные всех рядов, кроме губных и ларингалов",tsak1249
1419,Lezgic,Tsakhur,a,a,vowel,"[Кибрик, Кодзасов 1990: 343-344]",a = IoI после w и C˳,tsak1249
1420,Lezgic,Tsakhur,aː,a:,vowel,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1421,Lezgic,Tsakhur,e,e,vowel,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1422,Lezgic,Tsakhur,eː,e:,vowel,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1423,Lezgic,Tsakhur,i,i,vowel,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1424,Lezgic,Tsakhur,iː,i:,vowel,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1425,Lezgic,Tsakhur,ɨ,ɨ,vowel,"[Кибрик, Кодзасов 1990: 343-344]",ɨ = IəI в конце слова. ɨl = IolI,tsak1249
1426,Lezgic,Tsakhur,oː,o:,vowel,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1427,Lezgic,Tsakhur,u,u,vowel,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1428,Lezgic,Tsakhur,uː,u:,vowel,"[Кибрик, Кодзасов 1990: 343-344]",,tsak1249
1429,Lezgic,Udi,b,b,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1430,Lezgic,Udi,c,k̃y,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1431,Lezgic,Udi,cʰ,ky,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1432,Lezgic,Udi,d,d,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1433,Lezgic,Udi,dz,ʒ,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1434,Lezgic,Udi,dʒ,ǯ,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1435,Lezgic,Udi,f,f,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1436,Lezgic,Udi,ɡ,g,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1437,Lezgic,Udi,h,h,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1438,Lezgic,Udi,j,j,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1439,Lezgic,Udi,ɟ,gy,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1440,Lezgic,Udi,k,k̃,consonant,"[Кибрик, Кодзасов 1990: 347]","непридыхательные произносятся с напряжением как в ротовой, так и гортанной артикуляции, но без геминации или удлиннения в какой-либо позиции. Если в корне имеется непридыхательный, то и другие шумные смычные корня обычно тоже непридыхательные",udii1243
1441,Lezgic,Udi,kʰ,k,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1442,Lezgic,Udi,l,l,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1443,Lezgic,Udi,ʎ,ly,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1444,Lezgic,Udi,m,m,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1445,Lezgic,Udi,n,n,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1446,Lezgic,Udi,p,p̃,consonant,"[Кибрик, Кодзасов 1990: 347]","непридыхательные произносятся с напряжением как в ротовой, так и гортанной артикуляции, но без геминации или удлиннения в какой-либо позиции. Если в корне имеется непридыхательный, то и другие шумные смычные корня обычно тоже непридыхательные",udii1243
1447,Lezgic,Udi,pʰ,p,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1448,Lezgic,Udi,q,q̃,consonant,"[Кибрик, Кодзасов 1990: 347]","непридыхательные произносятся с напряжением как в ротовой, так и гортанной артикуляции, но без геминации или удлиннения в какой-либо позиции. Если в корне имеется непридыхательный, то и другие шумные смычные корня обычно тоже непридыхательные",udii1243
1449,Lezgic,Udi,qʰ,q,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1450,Lezgic,Udi,r,r,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1451,Lezgic,Udi,ʁ,ʀ,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1452,Lezgic,Udi,s,s,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1453,Lezgic,Udi,ʃ,š,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1454,Lezgic,Udi,t,t̃,consonant,"[Кибрик, Кодзасов 1990: 347]","непридыхательные произносятся с напряжением как в ротовой, так и гортанной артикуляции, но без геминации или удлиннения в какой-либо позиции. Если в корне имеется непридыхательный, то и другие шумные смычные корня обычно тоже непридыхательные",udii1243
1455,Lezgic,Udi,tʰ,t,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1456,Lezgic,Udi,ts,c̃,consonant,"[Кибрик, Кодзасов 1990: 347]","непридыхательные произносятся с напряжением как в ротовой, так и гортанной артикуляции, но без геминации или удлиннения в какой-либо позиции. Если в корне имеется непридыхательный, то и другие шумные смычные корня обычно тоже непридыхательные",udii1243
1457,Lezgic,Udi,tsʰ,c,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1458,Lezgic,Udi,tʃ,c̃̌,consonant,"[Кибрик, Кодзасов 1990: 347]","непридыхательные произносятся с напряжением как в ротовой, так и гортанной артикуляции, но без геминации или удлиннения в какой-либо позиции. Если в корне имеется непридыхательный, то и другие шумные смычные корня обычно тоже непридыхательные",udii1243
1459,Lezgic,Udi,tʃʰ,č,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1460,Lezgic,Udi,v,v,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1461,Lezgic,Udi,z,z,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1462,Lezgic,Udi,ʒ,ž,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1463,Lezgic,Udi,ʔ,ʔ,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1464,Lezgic,Udi,χ,χ,consonant,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1465,Lezgic,Udi,a,a,vowel,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1466,Lezgic,Udi,aː,a:,vowel,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1467,Lezgic,Udi,æ,ä,vowel,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1468,Lezgic,Udi,e,e,vowel,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1469,Lezgic,Udi,i,i,vowel,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1470,Lezgic,Udi,iː,i:,vowel,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1471,Lezgic,Udi,ɨ,ɨ,vowel,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1472,Lezgic,Udi,o,o,vowel,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1473,Lezgic,Udi,ø,ö,vowel,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1474,Lezgic,Udi,oː,o:,vowel,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1475,Lezgic,Udi,øː,ö:,vowel,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1476,Lezgic,Udi,u,u,vowel,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1477,Lezgic,Udi,uː,u:,vowel,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1478,Lezgic,Udi,y,ü,vowel,"[Кибрик, Кодзасов 1990: 347]",,udii1243
1479,Nakh,Chechen,b,b,consonant,[Nichols 1994: 4],,chec1245
1480,Nakh,Chechen,d,d,consonant,[Nichols 1994: 4],,chec1245
1481,Nakh,Chechen,dz,ʒ,consonant,[Nichols 1994: 4],,chec1245
1482,Nakh,Chechen,dʒ,ǯ,consonant,[Nichols 1994: 4],,chec1245
1483,Nakh,Chechen,ɡ,g,consonant,[Nichols 1994: 4],,chec1245
1484,Nakh,Chechen,ɣ,ǧ,consonant,[Nichols 1994: 4],,chec1245
1485,Nakh,Chechen,h,h,consonant,[Nichols 1994: 4],,chec1245
1486,Nakh,Chechen,ʜ,ħ,consonant,[Nichols 1994: 4],,chec1245
1487,Nakh,Chechen,j,j,consonant,[Nichols 1994: 4],,chec1245
1488,Nakh,Chechen,k’,k’,consonant,[Nichols 1994: 4],,chec1245
1489,Nakh,Chechen,kː,xk,consonant,[Nichols 1994: 4],,chec1245
1490,Nakh,Chechen,kʰ,k,consonant,[Nichols 1994: 4],,chec1245
1491,Nakh,Chechen,l,l,consonant,[Nichols 1994: 4],,chec1245
1492,Nakh,Chechen,m,m,consonant,[Nichols 1994: 4],,chec1245
1493,Nakh,Chechen,n,n,consonant,[Nichols 1994: 4],,chec1245
1494,Nakh,Chechen,p’,p’,consonant,[Nichols 1994: 4],,chec1245
1495,Nakh,Chechen,pː,pp,consonant,[Nichols 1994: 4],,chec1245
1496,Nakh,Chechen,pʰ,p,consonant,[Nichols 1994: 4],,chec1245
1497,Nakh,Chechen,q’,q’,consonant,[Nichols 1994: 4],,chec1245
1498,Nakh,Chechen,qː,qq,consonant,[Nichols 1994: 4],,chec1245
1499,Nakh,Chechen,qʰ,q,consonant,[Nichols 1994: 4],,chec1245
1500,Nakh,Chechen,r,r,consonant,[Nichols 1994: 4],,chec1245
1501,Nakh,Chechen,rʰ,rʰ,consonant,[Nichols 1994: 4],,chec1245
1502,Nakh,Chechen,s,s,consonant,[Nichols 1994: 4],,chec1245
1503,Nakh,Chechen,ʃ,š,consonant,[Nichols 1994: 4],,chec1245
1504,Nakh,Chechen,t’,t’,consonant,[Nichols 1994: 4],,chec1245
1505,Nakh,Chechen,tː,tt,consonant,[Nichols 1994: 4],,chec1245
1506,Nakh,Chechen,tʰ,t,consonant,[Nichols 1994: 4],,chec1245
1507,Nakh,Chechen,ts’,c’,consonant,[Nichols 1994: 4],,chec1245
1508,Nakh,Chechen,ts’ː,ss,consonant,[Nichols 1994: 4],,chec1245
1509,Nakh,Chechen,tsʰ,c,consonant,[Nichols 1994: 4],,chec1245
1510,Nakh,Chechen,tʃ’,č’,consonant,[Nichols 1994: 4],,chec1245
1511,Nakh,Chechen,tʃʰ,č,consonant,[Nichols 1994: 4],,chec1245
1512,Nakh,Chechen,w,v,consonant,[Nichols 1994: 4],,chec1245
1513,Nakh,Chechen,x,x,consonant,[Nichols 1994: 4],,chec1245
1514,Nakh,Chechen,z,z,consonant,[Nichols 1994: 4],,chec1245
1515,Nakh,Chechen,ʒ,ž,consonant,[Nichols 1994: 4],,chec1245
1516,Nakh,Chechen,ʔ,ʔ,consonant,[Nichols 1994: 4],,chec1245
1517,Nakh,Chechen,ʡ,ʕ,consonant,[Nichols 1994: 4],,chec1245
1518,Nakh,Chechen,ie,ie,diphthong,[Nichols 1994: 5],,chec1245
1519,Nakh,Chechen,uo,uo,diphthong,[Nichols 1994: 5],,chec1245
1520,Nakh,Chechen,ɥø,ɥö,diphthong,[Nichols 1994: 5],,chec1245
1521,Nakh,Chechen,a,a,vowel,[Nichols 1994: 5],,chec1245
1522,Nakh,Chechen,aː,a:,vowel,[Nichols 1994: 5],,chec1245
1523,Nakh,Chechen,æ,ä,vowel,[Nichols 1994: 5],,chec1245
1524,Nakh,Chechen,æː,ä:,vowel,[Nichols 1994: 5],,chec1245
1525,Nakh,Chechen,e,e,vowel,[Nichols 1994: 5],,chec1245
1526,Nakh,Chechen,eː,e:,vowel,[Nichols 1994: 5],,chec1245
1527,Nakh,Chechen,i,i,vowel,[Nichols 1994: 5],,chec1245
1528,Nakh,Chechen,iː,i:,vowel,[Nichols 1994: 5],,chec1245
1529,Nakh,Chechen,o,o,vowel,[Nichols 1994: 5],,chec1245
1530,Nakh,Chechen,oː,o:,vowel,[Nichols 1994: 5],,chec1245
1531,Nakh,Chechen,u,u,vowel,[Nichols 1994: 5],,chec1245
1532,Nakh,Chechen,uː,u:,vowel,[Nichols 1994: 5],,chec1245
1533,Nakh,Chechen,y,ü,vowel,[Nichols 1994: 5],,chec1245
1534,Nakh,Chechen,yː,ü:,vowel,[Nichols 1994: 5],,chec1245
1535,Nakh,Ingush,b,b,consonant,[Nichols 1994: 82],,ingu1240
1536,Nakh,Ingush,d,d,consonant,[Nichols 1994: 82],,ingu1240
1537,Nakh,Ingush,dz,ʒ,consonant,[Nichols 1994: 82],,ingu1240
1538,Nakh,Ingush,dʒ,ǯ,consonant,[Nichols 1994: 82],,ingu1240
1539,Nakh,Ingush,ɡ,g,consonant,[Nichols 1994: 82],,ingu1240
1540,Nakh,Ingush,ɣ,ǧ,consonant,[Nichols 1994: 82],,ingu1240
1541,Nakh,Ingush,h,h,consonant,[Nichols 1994: 82],,ingu1240
1542,Nakh,Ingush,ʜ,ħ,consonant,[Nichols 1994: 82],,ingu1240
1543,Nakh,Ingush,j,j,consonant,[Nichols 1994: 82],,ingu1240
1544,Nakh,Ingush,k’,k’,consonant,[Nichols 1994: 82],,ingu1240
1545,Nakh,Ingush,kʰ,k,consonant,[Nichols 1994: 82],,ingu1240
1546,Nakh,Ingush,l,l,consonant,[Nichols 1994: 82],,ingu1240
1547,Nakh,Ingush,m,m,consonant,[Nichols 1994: 82],,ingu1240
1548,Nakh,Ingush,n,n,consonant,[Nichols 1994: 82],,ingu1240
1549,Nakh,Ingush,p’,p’,consonant,[Nichols 1994: 82],,ingu1240
1550,Nakh,Ingush,pʰ,p,consonant,[Nichols 1994: 82],,ingu1240
1551,Nakh,Ingush,q’,q’,consonant,[Nichols 1994: 82],,ingu1240
1552,Nakh,Ingush,qʰ,q,consonant,[Nichols 1994: 82],,ingu1240
1553,Nakh,Ingush,r,r,consonant,[Nichols 1994: 82],,ingu1240
1554,Nakh,Ingush,rʰ,rʰ,consonant,[Nichols 1994: 82],,ingu1240
1555,Nakh,Ingush,s,s,consonant,[Nichols 1994: 82],,ingu1240
1556,Nakh,Ingush,ʃ,š,consonant,[Nichols 1994: 82],,ingu1240
1557,Nakh,Ingush,t’,t’,consonant,[Nichols 1994: 82],,ingu1240
1558,Nakh,Ingush,tʰ,t,consonant,[Nichols 1994: 82],,ingu1240
1559,Nakh,Ingush,ts’,c’,consonant,[Nichols 1994: 82],,ingu1240
1560,Nakh,Ingush,tsʰ,c,consonant,[Nichols 1994: 82],,ingu1240
1561,Nakh,Ingush,tʃ’,č’,consonant,[Nichols 1994: 82],,ingu1240
1562,Nakh,Ingush,tʃʰ,č,consonant,[Nichols 1994: 82],,ingu1240
1563,Nakh,Ingush,w,v,consonant,[Nichols 1994: 82],,ingu1240
1564,Nakh,Ingush,x,x,consonant,[Nichols 1994: 82],,ingu1240
1565,Nakh,Ingush,z,z,consonant,[Nichols 1994: 82],,ingu1240
1566,Nakh,Ingush,ʒ,ž,consonant,[Nichols 1994: 82],,ingu1240
1567,Nakh,Ingush,ʔ,ʔ,consonant,[Nichols 1994: 82],,ingu1240
1568,Nakh,Ingush,ʡ,ع,consonant,[Nichols 1994: 82],,ingu1240
1569,Nakh,Ingush,ea,ea,diphthong,[Nichols 1994: 82],,ingu1240
1570,Nakh,Ingush,ie,ie,diphthong,[Nichols 1994: 82],,ingu1240
1571,Nakh,Ingush,oa,oa,diphthong,[Nichols 1994: 82],,ingu1240
1572,Nakh,Ingush,uo,uo,diphthong,[Nichols 1994: 82],,ingu1240
1573,Nakh,Ingush,a,a,vowel,[Nichols 1994: 82],,ingu1240
1574,Nakh,Ingush,aː,a:,vowel,[Nichols 1994: 82],,ingu1240
1575,Nakh,Ingush,æ,ä,vowel,[Nichols 1994: 82],,ingu1240
1576,Nakh,Ingush,e,e,vowel,[Nichols 1994: 82],,ingu1240
1577,Nakh,Ingush,i,i,vowel,[Nichols 1994: 82],,ingu1240
1578,Nakh,Ingush,iː,i:,vowel,[Nichols 1994: 82],,ingu1240
1579,Nakh,Ingush,ɨ,ɨ,vowel,[Nichols 1994: 82],,ingu1240
1580,Nakh,Ingush,o,o,vowel,[Nichols 1994: 82],,ingu1240
1581,Nakh,Ingush,u,u,vowel,[Nichols 1994: 82],,ingu1240
1582,Nakh,Ingush,uː,u:,vowel,[Nichols 1994: 82],,ingu1240
1583,Nakh,Tsova-Tush,b,b,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1584,Nakh,Tsova-Tush,d,d,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1585,Nakh,Tsova-Tush,dz,ʒ,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1586,Nakh,Tsova-Tush,dʒ,ǯ,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1587,Nakh,Tsova-Tush,ɡ,g,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1588,Nakh,Tsova-Tush,ɣ,ǧ,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1589,Nakh,Tsova-Tush,h,h,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1590,Nakh,Tsova-Tush,ħ,h (crossed),consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1591,Nakh,Tsova-Tush,j,j,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1592,Nakh,Tsova-Tush,k’,k’,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1593,Nakh,Tsova-Tush,kʰ,k,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1594,Nakh,Tsova-Tush,l,l,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1595,Nakh,Tsova-Tush,lː,l:,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1596,Nakh,Tsova-Tush,ɬ,ɫ,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1597,Nakh,Tsova-Tush,m,m,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1598,Nakh,Tsova-Tush,n,n,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1599,Nakh,Tsova-Tush,p’,p’,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1600,Nakh,Tsova-Tush,pʰ,p,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1601,Nakh,Tsova-Tush,q’,q’,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1602,Nakh,Tsova-Tush,q’ː,q’:,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1603,Nakh,Tsova-Tush,qː,q:,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1604,Nakh,Tsova-Tush,qʰ,q,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1605,Nakh,Tsova-Tush,r,r,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1606,Nakh,Tsova-Tush,s,s,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1607,Nakh,Tsova-Tush,sː,s:,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1608,Nakh,Tsova-Tush,ʃ,š,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1609,Nakh,Tsova-Tush,t’,t’,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1610,Nakh,Tsova-Tush,t’ː,t’:,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1611,Nakh,Tsova-Tush,tː,t:,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1612,Nakh,Tsova-Tush,tʰ,t,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1613,Nakh,Tsova-Tush,ts’,c’,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1614,Nakh,Tsova-Tush,tsʰ,c,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1615,Nakh,Tsova-Tush,tʃ’,č’,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1616,Nakh,Tsova-Tush,tʃʰ,č,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1617,Nakh,Tsova-Tush,v,v,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1618,Nakh,Tsova-Tush,x,x,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1619,Nakh,Tsova-Tush,xː,x:,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1620,Nakh,Tsova-Tush,z,z,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1621,Nakh,Tsova-Tush,ʒ,ž,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1622,Nakh,Tsova-Tush,ʔ,ʔ,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1623,Nakh,Tsova-Tush,ʕ,ʕ,consonant,"[Holisky, Gagua 1994: 150]",,bats1242
1624,Nakh,Tsova-Tush,ai,ai,diphthong,"[Holisky, Gagua 1994: 150]",,bats1242
1625,Nakh,Tsova-Tush,au,au,diphthong,"[Holisky, Gagua 1994: 150]",,bats1242
1626,Nakh,Tsova-Tush,ei,ei,diphthong,"[Holisky, Gagua 1994: 150]",,bats1242
1627,Nakh,Tsova-Tush,oi,oi,diphthong,"[Holisky, Gagua 1994: 150]",,bats1242
1628,Nakh,Tsova-Tush,ou,ou,diphthong,"[Holisky, Gagua 1994: 150]",,bats1242
1629,Nakh,Tsova-Tush,ui,ui,diphthong,"[Holisky, Gagua 1994: 150]",,bats1242
1630,Nakh,Tsova-Tush,a,a,vowel,"[Holisky, Gagua 1994: 150]",,bats1242
