id,branch,language,segments_IPA,segments_source,sound_type,source,comments,glottocode
1,Avar-Andic,Akhvakh,b,b,consonant,"[Кибрик, Кодзасов 1990: 322–323]",в начале слова может оглушаться; в интервокальной позиции слегка геминируются между гласными с высоким ровным тоном,akhv1239
2,Avar-Andic,Akhvakh,d,d,consonant,"[Кибрик, Кодзасов 1990: 322–323]",в начале слова может оглушаться; в интервокальной позиции слегка геминируются между гласными с высоким ровным тоном,akhv1239
3,Avar-Andic,Akhvakh,dʷ,d˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
4,Avar-Andic,Akhvakh,dʒ,ǯ,consonant,"[Кибрик, Кодзасов 1990: 322–323]","у автора дан в скобках: встречается в заимствованиях, свободно варьируется с [ʒ], однако исконное [ʒ] с [dʒ] не варьируется",akhv1239
5,Avar-Andic,Akhvakh,dʒʷ,ǯ˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",неогубленный вариант у автора дан в скобках,akhv1239
6,Avar-Andic,Akhvakh,ɡ,g,consonant,"[Кибрик, Кодзасов 1990: 322–323]",в начале слова может оглушаться; в интервокальной позиции слегка геминируются между гласными с высоким ровным тоном,akhv1239
7,Avar-Andic,Akhvakh,ɡʷ,g˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
8,Avar-Andic,Akhvakh,h,h,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
9,Avar-Andic,Akhvakh,hʷ,h˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
10,Avar-Andic,Akhvakh,ʜ,ʜ,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
11,Avar-Andic,Akhvakh,j,j,consonant,"[Кибрик, Кодзасов 1990: 322–323]",в интервокальной позиции слегка геминируются между гласными с высоким ровным тоном,akhv1239
12,Avar-Andic,Akhvakh,k',k',consonant,"[Кибрик, Кодзасов 1990: 322–323]",у абруптивных слабых — укороченная спирантная часть,akhv1239
13,Avar-Andic,Akhvakh,k'ː,k̄',consonant,"[Кибрик, Кодзасов 1990: 322–323]",реализуется как аффриката,akhv1239
14,Avar-Andic,Akhvakh,k'ːʷ,k̄'˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
15,Avar-Andic,Akhvakh,k'ʷ,k'˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
16,Avar-Andic,Akhvakh,kː,k̄,consonant,"[Кибрик, Кодзасов 1990: 322–323]",встречается только в аваризмах; реализуется как аффриката,akhv1239
17,Avar-Andic,Akhvakh,kːʷ,k̄˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
18,Avar-Andic,Akhvakh,kʰ,k,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
19,Avar-Andic,Akhvakh,kʰʷ,k˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
20,Avar-Andic,Akhvakh,l,l,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
21,Avar-Andic,Akhvakh,ɬ,ɫ,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
22,Avar-Andic,Akhvakh,ɬː,ɫ̄,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
23,Avar-Andic,Akhvakh,ɬːʷ,ɫ̄˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
24,Avar-Andic,Akhvakh,ɬʷ,ɫ˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
25,Avar-Andic,Akhvakh,m,m,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
26,Avar-Andic,Akhvakh,n,n,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
27,Avar-Andic,Akhvakh,p',p',consonant,"[Кибрик, Кодзасов 1990: 322–323]",[p'] встречается в единичных словах,akhv1239
28,Avar-Andic,Akhvakh,pʰ,p,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
29,Avar-Andic,Akhvakh,q',q',consonant,"[Кибрик, Кодзасов 1990: 322–323]","у абруптивных слабых — укороченная спирантная часть, Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной
функции». Т. е. на основании источника не понятно с чем мы имеем дело, 
например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант",akhv1239
30,Avar-Andic,Akhvakh,q'ː,q̄',consonant,"[Кибрик, Кодзасов 1990: 322–323]","абруптивные сильные имеют удлиненную и глоттализованную спирантную часть. Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной
функции». Т. е. на основании источника не понятно с чем мы имеем дело, 
например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",akhv1239
31,Avar-Andic,Akhvakh,q'ːʷ,q̄'˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
32,Avar-Andic,Akhvakh,q'ʷ,q'˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
33,Avar-Andic,Akhvakh,qː,q̄,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
34,Avar-Andic,Akhvakh,qːʷ,q̄˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
35,Avar-Andic,Akhvakh,qʰ,q,consonant,"[Кибрик, Кодзасов 1990: 322–323]","Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной
функции». Т. е. на основании источника не понятно с чем мы имеем дело, 
например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.",akhv1239
36,Avar-Andic,Akhvakh,qʰʷ,q˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
37,Avar-Andic,Akhvakh,r,r,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
38,Avar-Andic,Akhvakh,ʁ,ʀ,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
39,Avar-Andic,Akhvakh,ʁʷ,ʀ˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
40,Avar-Andic,Akhvakh,s,s,consonant,"[Кибрик, Кодзасов 1990: 322–323]",редкая фонема для этого языка; слабые спиранты произносятся очень воздушно и сопровождаются придыханием,akhv1239
41,Avar-Andic,Akhvakh,sː,s̄,consonant,"[Кибрик, Кодзасов 1990: 322–323]","сильные спиранты произносятся узко, напряженно и без придыхания",akhv1239
42,Avar-Andic,Akhvakh,sːʷ,s̄˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
43,Avar-Andic,Akhvakh,sʷ,s˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
44,Avar-Andic,Akhvakh,ʃ,š,consonant,"[Кибрик, Кодзасов 1990: 322–323]",редкая фонема для этого языка; слабые спиранты произносятся очень воздушно и сопровождаются придыханием; [ʃ] близко к [h],akhv1239
45,Avar-Andic,Akhvakh,ʃː,s̄̌,consonant,"[Кибрик, Кодзасов 1990: 322–323]","сильные спиранты произносятся узко, напряженно и без придыхания",akhv1239
46,Avar-Andic,Akhvakh,ʃːʷ,s̄̌˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
47,Avar-Andic,Akhvakh,ʃʷ,š˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
48,Avar-Andic,Akhvakh,t',t',consonant,"[Кибрик, Кодзасов 1990: 322–323]",у абруптивных слабых — укороченная спирантная часть,akhv1239
49,Avar-Andic,Akhvakh,t'ʷ,t'˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
50,Avar-Andic,Akhvakh,tʰ,t,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
51,Avar-Andic,Akhvakh,tʰʷ,t˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
52,Avar-Andic,Akhvakh,tɬ,ʟ,consonant,"[Кибрик, Кодзасов 1990: 322–323]",спирантная часть слабых аффрикат произносится очень воздушно и сопровождается придыханием,akhv1239
53,Avar-Andic,Akhvakh,tɬ',ʟ',consonant,"[Кибрик, Кодзасов 1990: 322–323]",у абруптивных слабых — укороченная спирантная часть,akhv1239
54,Avar-Andic,Akhvakh,tɬ'ː,ʟ̄',consonant,"[Кибрик, Кодзасов 1990: 322–323]",абруптивные сильные имеют удлиненную и глоттализованную спирантную часть,akhv1239
55,Avar-Andic,Akhvakh,tɬ'ːʷ,ʟ̄'˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
56,Avar-Andic,Akhvakh,tɬ'ʷ,ʟ'˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
57,Avar-Andic,Akhvakh,tɬː,ʟ̄,consonant,"[Кибрик, Кодзасов 1990: 322–323]","спирантная часть сильных аффрикат произносится узко, напряженно и без придыхания",akhv1239
58,Avar-Andic,Akhvakh,tɬːʷ,ʟ̄˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
59,Avar-Andic,Akhvakh,tɬʷ,ʟ˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
60,Avar-Andic,Akhvakh,ts',c',consonant,"[Кибрик, Кодзасов 1990: 322–323]",редкая фонема для этого языка; у абруптивных слабых — укороченная спирантная часть,akhv1239
61,Avar-Andic,Akhvakh,ts'ː,c̄',consonant,"[Кибрик, Кодзасов 1990: 322–323]","спирантная часть сильных аффрикат произносится узко, напряженно и без придыхания; абруптивные сильные имеют удлиненную и глоттализованную спирантную часть; в интервокальной позиции сильные аффрикаты распадаются на смычную часть (прикрывает предыдущий слог) и спирантную (открывает следующий)",akhv1239
62,Avar-Andic,Akhvakh,ts'ːʷ,c̄'˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
63,Avar-Andic,Akhvakh,ts'ʷ,c'˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
64,Avar-Andic,Akhvakh,tsː,c̄,consonant,"[Кибрик, Кодзасов 1990: 322–323]",спирантная часть слабых аффрикат произносится очень воздушно и сопровождается придыханием,akhv1239
65,Avar-Andic,Akhvakh,tsːʷ,c̄˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
66,Avar-Andic,Akhvakh,tsʰ,c,consonant,"[Кибрик, Кодзасов 1990: 322–323]",редкая фонема для этого языка; спирантная часть слабых аффрикат произносится очень воздушно и сопровождается придыханием,akhv1239
67,Avar-Andic,Akhvakh,tsʰʷ,c˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
68,Avar-Andic,Akhvakh,tʃ',č',consonant,"[Кибрик, Кодзасов 1990: 322–323]",редкая фонема для этого языка; у абруптивных слабых — укороченная спирантная часть,akhv1239
69,Avar-Andic,Akhvakh,tʃ'ː,c̄̌',consonant,"[Кибрик, Кодзасов 1990: 322–323]","спирантная часть сильных аффрикат произносится узко, напряженно и без придыхания; абруптивные сильные имеют удлиненную и глоттализованную спирантную часть",akhv1239
70,Avar-Andic,Akhvakh,tʃ'ːʷ,c̄̌'˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
71,Avar-Andic,Akhvakh,tʃ'ʷ,č'˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
72,Avar-Andic,Akhvakh,tʃː,c̄̌,consonant,"[Кибрик, Кодзасов 1990: 322–323]","спирантная часть сильных аффрикат произносится узко, напряженно и без придыхания",akhv1239
73,Avar-Andic,Akhvakh,tʃːʷ,c̄̌˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
74,Avar-Andic,Akhvakh,tʃʰ,č,consonant,"[Кибрик, Кодзасов 1990: 322–323]",редкая фонема для этого языка; спирантная часть слабых аффрикат произносится очень воздушно и сопровождается придыханием,akhv1239
75,Avar-Andic,Akhvakh,tʃʰʷ,č˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
76,Avar-Andic,Akhvakh,w,w,consonant,"[Кибрик, Кодзасов 1990: 322–323]",в интервокальной позиции слегка геминируются между гласными с высоким ровным тоном,akhv1239
77,Avar-Andic,Akhvakh,x,x,consonant,"[Кибрик, Кодзасов 1990: 322–323]",встречается только в аваризмах,akhv1239
78,Avar-Andic,Akhvakh,xː,x̄,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
79,Avar-Andic,Akhvakh,xːʷ,x̄˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
80,Avar-Andic,Akhvakh,xʷ,x˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
81,Avar-Andic,Akhvakh,z,z,consonant,"[Кибрик, Кодзасов 1990: 322–323]",слабые спиранты произносятся очень воздушно и сопровождаются придыханием,akhv1239
82,Avar-Andic,Akhvakh,zʷ,z˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
83,Avar-Andic,Akhvakh,ʒ,ž,consonant,"[Кибрик, Кодзасов 1990: 322–323]",слабые спиранты произносятся очень воздушно и сопровождаются придыханием,akhv1239
84,Avar-Andic,Akhvakh,ʒʷ,ž˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
85,Avar-Andic,Akhvakh,ʔ,ʔ,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
86,Avar-Andic,Akhvakh,ʔʷ,ʔ˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
87,Avar-Andic,Akhvakh,ʢ,ʕ,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
88,Avar-Andic,Akhvakh,χ,χ,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
89,Avar-Andic,Akhvakh,χː,X̄,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
90,Avar-Andic,Akhvakh,χːʷ,X̄˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
91,Avar-Andic,Akhvakh,χʷ,χ˳,consonant,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
92,Avar-Andic,Akhvakh,a,a,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
93,Avar-Andic,Akhvakh,aː,a:,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
94,Avar-Andic,Akhvakh,aːⁿ,ã:,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
95,Avar-Andic,Akhvakh,aⁿ,ã,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
96,Avar-Andic,Akhvakh,e,e,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
97,Avar-Andic,Akhvakh,eː,e:,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
98,Avar-Andic,Akhvakh,eːⁿ,ẽ:,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
99,Avar-Andic,Akhvakh,eⁿ,ẽ,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
100,Avar-Andic,Akhvakh,i,i,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
101,Avar-Andic,Akhvakh,iː,i:,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
102,Avar-Andic,Akhvakh,iːⁿ,ĩ:,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
103,Avar-Andic,Akhvakh,iⁿ,ĩ,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
104,Avar-Andic,Akhvakh,o,o,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
105,Avar-Andic,Akhvakh,oː,o:,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
106,Avar-Andic,Akhvakh,oːⁿ,õ:,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
107,Avar-Andic,Akhvakh,oⁿ,õ,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
108,Avar-Andic,Akhvakh,u,u,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
109,Avar-Andic,Akhvakh,uː,u:,vowel,"[Кибрик, Кодзасов 1990: 322–323]","засвидетельствованы в работе [Магомедбеков 1967], но в материале [Кибрик, Кодзасов 1990] их нет",akhv1239
110,Avar-Andic,Akhvakh,uːⁿ,ũ:,vowel,"[Кибрик, Кодзасов 1990: 322–323]","засвидетельствованы в работе [Магомедбеков 1967], но в материале [Кибрик, Кодзасов 1990] их нет",akhv1239
111,Avar-Andic,Akhvakh,uⁿ,ũ,vowel,"[Кибрик, Кодзасов 1990: 322–323]",,akhv1239
112,Avar-Andic,Andi,b,b,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
113,Avar-Andic,Andi,bː,b̄,consonant,"[Кибрик, Кодзасов 1990: 321-322]",Сильные звонкие смычные зафиксированы в единичных словах,andi1255
114,Avar-Andic,Andi,d,d,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
115,Avar-Andic,Andi,dː,d̄,consonant,"[Кибрик, Кодзасов 1990: 321-322]",Сильные звонкие смычные зафиксированы в единичных словах,andi1255
116,Avar-Andic,Andi,dʒ,ǯ,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
117,Avar-Andic,Andi,dʒː,ʒ̄̌,consonant,"[Кибрик, Кодзасов 1990: 321-322]",Сильные звонкие смычные зафиксированы в единичных словах,andi1255
118,Avar-Andic,Andi,ɡ,ɡ,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
119,Avar-Andic,Andi,ɡː,ɡ̄,consonant,"[Кибрик, Кодзасов 1990: 321-322]",Сильные звонкие смычные зафиксированы в единичных словах,andi1255
120,Avar-Andic,Andi,ɡʷ,ɡ˳,consonant,"[Кибрик, Кодзасов 1990: 321-322]",лабиализация с велярными и увулярными.,andi1255
121,Avar-Andic,Andi,ɢ,ɢ,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
122,Avar-Andic,Andi,ɢʷ,ɢ˳,consonant,"[Кибрик, Кодзасов 1990: 321-322]",лабиализация с велярными и увулярными.,andi1255
123,Avar-Andic,Andi,h,h,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
124,Avar-Andic,Andi,ʜ,ʜ,consonant,"[Кибрик, Кодзасов 1990: 321-322]",В идиофонах встречаются ʕ и ʜ как свободные варианты ʔ и h,andi1255
125,Avar-Andic,Andi,j,j,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
126,Avar-Andic,Andi,k',k',consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
127,Avar-Andic,Andi,k'ː,k̄,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
128,Avar-Andic,Andi,k'ːʷ,k̄˳,consonant,"[Кибрик, Кодзасов 1990: 321-322]",лабиализация с велярными и увулярными.,andi1255
129,Avar-Andic,Andi,k'ʷ,k'˳,consonant,"[Кибрик, Кодзасов 1990: 321-322]",лабиализация с велярными и увулярными.,andi1255
130,Avar-Andic,Andi,kː,k̄,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
131,Avar-Andic,Andi,kːʷ,k̄˳,consonant,"[Кибрик, Кодзасов 1990: 321-322]",лабиализация с велярными и увулярными.,andi1255
132,Avar-Andic,Andi,kʰ,k,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
133,Avar-Andic,Andi,kʰʷ,k˳,consonant,"[Кибрик, Кодзасов 1990: 321-322]",лабиализация с велярными и увулярными.,andi1255
134,Avar-Andic,Andi,l,l,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
135,Avar-Andic,Andi,ɬ,ɫ,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
136,Avar-Andic,Andi,ɬː,ɫ̄,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
137,Avar-Andic,Andi,m,m,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
138,Avar-Andic,Andi,n,n,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
139,Avar-Andic,Andi,pʰ,p,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
140,Avar-Andic,Andi,q'ːʷ,q̄'˳,consonant,"[Кибрик, Кодзасов 1990: 321-322]","лабиализация с велярными и увулярными. Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант",andi1255
141,Avar-Andic,Andi,qː,q̄,consonant,"[Кибрик, Кодзасов 1990: 321-322]","Латеральные и увулярные аффрикаты потеряли слабые члены корреляции. Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант",andi1255
142,Avar-Andic,Andi,qːʷ,q̄˳,consonant,"[Кибрик, Кодзасов 1990: 321-322]","лабиализация с велярными и увулярными. Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант",andi1255
143,Avar-Andic,Andi,r,r,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
144,Avar-Andic,Andi,ʁ,ʀ,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
145,Avar-Andic,Andi,s,s,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
146,Avar-Andic,Andi,sː,s̄,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
147,Avar-Andic,Andi,ʃ,š,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
148,Avar-Andic,Andi,ʃː,s̄̌,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
149,Avar-Andic,Andi,t',t',consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
150,Avar-Andic,Andi,tʰ,t,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
151,Avar-Andic,Andi,tɬ'ː,ʟ̄',consonant,"[Кибрик, Кодзасов 1990: 321-322]",Латеральные и увулярные аффрикаты потеряли слабые члены корреляции,andi1255
152,Avar-Andic,Andi,tɬː,ʟ̄,consonant,"[Кибрик, Кодзасов 1990: 321-322]",Латеральные и увулярные аффрикаты потеряли слабые члены корреляции,andi1255
153,Avar-Andic,Andi,ts',c',consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
154,Avar-Andic,Andi,ts'ː,c̄',consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
155,Avar-Andic,Andi,tsː,c̄,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
156,Avar-Andic,Andi,tsʰ,c,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
157,Avar-Andic,Andi,tʃ',č',consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
158,Avar-Andic,Andi,tʃ'ː,c̄̌',consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
159,Avar-Andic,Andi,tʃː,c̄̌,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
160,Avar-Andic,Andi,tʃʰ,č,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
161,Avar-Andic,Andi,w,w,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
162,Avar-Andic,Andi,xː,x̄,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
163,Avar-Andic,Andi,z,z,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
164,Avar-Andic,Andi,ʒ,ž,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
165,Avar-Andic,Andi,ʔ,ʔ,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
166,Avar-Andic,Andi,ʢ,ʕ,consonant,"[Кибрик, Кодзасов 1990: 321-322]",В идиофонах встречаются ʕ и ʜ как свободные варианты ʔ и h,andi1255
167,Avar-Andic,Andi,χ,χ,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
168,Avar-Andic,Andi,χː,χ̄,consonant,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
169,Avar-Andic,Andi,a,a,vowel,"[Кибрик, Кодзасов 1990: 321-322]",а реализуется упередненным звуком,andi1255
170,Avar-Andic,Andi,e,e,vowel,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
171,Avar-Andic,Andi,eⁿ,ẽ,vowel,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
172,Avar-Andic,Andi,i,i,vowel,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
173,Avar-Andic,Andi,iⁿ,ĩ,vowel,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
174,Avar-Andic,Andi,o,o,vowel,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
175,Avar-Andic,Andi,u,u,vowel,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
176,Avar-Andic,Andi,uⁿ,ũ,vowel,"[Кибрик, Кодзасов 1990: 321-322]",,andi1255
177,Avar-Andic,Avar,b,b,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
178,Avar-Andic,Avar,d,d,consonant,"[Кибрик, Кодзасов 1990: 320-321]",непридыхательные реализуются глухо после глухих спирантов,avar1256
179,Avar-Andic,Avar,ɡ,ɡ,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
180,Avar-Andic,Avar,ɡʷ,ɡ˳,consonant,"[Кибрик, Кодзасов 1990: 320-321]","лабиализованными бывают чаще всего велярные и увулярные. Однако имеются единичные примеры с лабиализованными всех прочих рядов, кроме губных. Лабиализованные представлены лишь в начале слога",avar1256
181,Avar-Andic,Avar,h,h,consonant,"[Кибрик, Кодзасов 1990: 320-321]",простой (или глоттальный) ларингал,avar1256
182,Avar-Andic,Avar,ʜ,ʜ,consonant,"[Кибрик, Кодзасов 1990: 320-321]","часто используется название ""эмфатические ларингалы"", эмфатические ларингалы слегка назализованы",avar1256
183,Avar-Andic,Avar,j,j,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
184,Avar-Andic,Avar,k',k',consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
185,Avar-Andic,Avar,k'ʷ,k'˳,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
186,Avar-Andic,Avar,kʰ,k,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
187,Avar-Andic,Avar,kʰʷ,k˳,consonant,"[Кибрик, Кодзасов 1990: 320-321]","но вообще в [Кибрик, Кодзасов 1990] лабиализованные отдельно не прописаны в базовой таблице шумных согласных",avar1256
188,Avar-Andic,Avar,l,l,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
189,Avar-Andic,Avar,ɬ,ɬ,consonant,"[Кибрик, Кодзасов 1990: 320-321]",латералы - апико-дорсальные,avar1256
190,Avar-Andic,Avar,m,m,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
191,Avar-Andic,Avar,n,n,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
192,Avar-Andic,Avar,p',p',consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
193,Avar-Andic,Avar,pʰ,p,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
194,Avar-Andic,Avar,q',q',consonant,"[Кибрик, Кодзасов 1990: 320-321]","Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант",avar1256
195,Avar-Andic,Avar,q'ʷ,q'˳,consonant,"[Кибрик, Кодзасов 1990: 320-321]",,avar1256
