id,glottocode,name,source,latitude,longitude,elevation,macroarea
2552,abkh1244,Abkhaz,ea,"43,056218","41,159115",539,Eurasia
2349,adyg1241,Adyghe,ea,44,"39,33",304,Eurasia
2310,kaba1278,Kabardian,ea,"43,5082","43,3918",1189,Eurasia
198,afad1236,KOTOKO,upsid,"12,0551","14,6343",287,Africa
1342,afar1241,Afar,gm,"12,2281","41,8083",354,Africa
1451,alab1254,Alaaba,gm,"7,39014","38,1732",1984,Africa
2156,amha1245,Amharic,uz,"11,708182","39,543456",3396,Africa
1525,arbo1245,Arbore,gm,"4,92183","36,7986",576,Africa
1396,argo1244,Argobba,gm,"10,6596",39756,2995,Africa
1542,awng1244,Awngi,gm,"10,9819","36,6916",2107,Africa
1437,bade1248,Bade,gm,12789,"10,6557",301,Africa
1248,bana1305,bana,gm,"10,3535","13,6131",913,Africa
1612,bare1279,Barein (Jalkiya),gm,"11,1168","18,0764",436,Africa
249,beja1238,BEJA,upsid,"17,2436","36,6666",370,Africa
1401,besl1239,Besleri,gm,NA,NA,NA,Africa
1332,bili1260,Blin,gm,"15,7833","38,3917",1663,Africa
1362,bora1271,Galla,gm,"1,05676",37882,719,Africa
1657,burj1242,Burji,gm,"4,44624","38,4646",1459,Africa
1402,buwa1243,Buwal,gm,"10,6151","13,8838",591,Africa
1609,cent2194,Tamazight Berber,gm,"32,7415","-2,40872",1355,Africa
866,cuvo1236,Cuvok,ph,"10,6448","14,0006",594,Africa
301,daha1245,DAHALO,upsid,"-2,1843","40,37",95,Africa
297,dang1274,DANGALEAT,upsid,"12,1517",18385,626,Africa
420,dera1248,KANAKURU,upsid,10072,"12,0256",213,Africa
1299,dghw1239,Dghwede,gm,"11,05751","13,77847",718,Africa
1552,east2652,"Oromo, Eastern",gm,"8,67428","41,4395",1317,Africa
132,egyp1253,Egyptian Arabic,spa,31,31,17,Africa
1377,fali1285,Kirya-Konzɘl,gm,"10,5419","13,4087",849,Africa
1577,gava1241,Gavar,gm,"10,5603","13,8188",614,Africa
901,gida1247,Kada,ph,"9,874715","14,07845",474,Africa
1543,glav1244,Glavda,gm,"11,1334","13,8652",407,Africa
1578,gude1246,Gu'de,gm,"10,2138",13403,855,Africa
1352,gwan1268,Gwandara (Karshi),gm,"9,20464","7,49931",709,Africa
1363,hadi1240,Hadiyya,gm,"7,57377","37,7577",2288,Africa
1397,hara1271,Harari,gm,"9,30485","42,1332",1853,Africa
2188,haus1257,Hausa,uz,"11,1513","8,7804",599,Africa
1403,hdii1240,Hide,gm,10942,"13,6881",583,Africa
2189,hebr1245,Hebrew,uz,"31,1056","35,0179",572,Eurasia
1304,huba1236,Kilba,gm,"10,3544",13139,543,Africa
1465,inor1238,Ennemor,gm,"7,94883","37,7968",2133,Africa
129,iraq1241,Iraqw,spa,"-4,19948","35,2939",1841,Africa
900,kaby1243,Kabyle,ph,"36,4103","4,76137",568,Africa
1373,kamb1316,Kambaata,gm,"7,37582","37,9088",2124,Africa
1368,kamw1239,Higi,gm,10646,"13,5136",535,Africa
2220,kera1255,Kera,uz,"9,88165","15,1419",354,Africa
1457,kist1241,Goggot,gm,"8,33561","38,4763",2449,Africa
1305,kofy1242,Kofyar,gm,"8,79947","9,15279",232,Africa
1406,lagw1237,Lagwan,gm,"11,5592","14,9884",293,Africa
1404,lama1288,Lamang,gm,"11,0243","13,7362",916,Africa
1275,lele1276,Lele,gm,9158,"15,81149",426,Africa
1098,liby1240,Lebanese Arabic,ph,"22,0032","15,0014",587,Africa
591,lish1246,NEO-ARAMAIC,upsid,38,47,897,Eurasia
1315,maay1238,Maay,gm,"3,22288","43,6182",500,Africa
931,mada1293,Mada,ph,"10,8806","14,1142",497,Africa
2275,malt1254,Maltese,ea,"35,8884","14,4508",52,Eurasia
126,marg1265,Margi,spa,"10,93854","13,0521",423,Africa
1378,mawa1270,Mawa,gm,"11,7461","18,2999",527,Africa
1408,mbuk1243,Mbuko,gm,"10,7788","14,1677",495,Africa
2510,mehr1241,Mehri,ea,"21,4268","51,1512",1141,Eurasia
1584,mere1246,Mere,gm,"10,7458","14,09",761,Africa
1458,mesq1240,Masqan,gm,"8,10617","38,3386",2161,Africa
1598,mofu1248,"Mofu, South",gm,10567,"14,0314",551,Africa
1409,molo1266,Moloko,gm,"10,7933","14,2521",673,Africa
133,moro1292,Moroccan Arabic,spa,"32,5","-7,5",349,Africa
1597,mpad1242,Kotoko,gm,"12,4609","14,5833",293,Africa
1410,muya1243,Muyang,gm,"10,86047","14,21246",399,Africa
794,mwag1236,mwaghavul,aa,"9,47205","8,96522",1370,Africa
2607,najd1235,Najdi Arabic,ea,"30,3371","42,1773",442,Eurasia
125,ngas1240,Angas,spa,"9,32042","9,46146",1236,Africa
491,ngiz1242,NGIZIM,upsid,"12,1051","11,0178",318,Africa
1624,nort3047,Gisiga,gm,"10,6755",14219,469,Africa
967,nubi1253,Nubi,ph,"-0,183215","34,7552",1133,Africa
1576,nucl1683,Daba,gm,"10,3521","13,6318",831,Africa
1195,nucl1695,Bole,ph,"11,4839","11,2322",472,Africa
1567,nucl1696,Tangale,gm,"9,75444","11,3228",779,Africa
1376,nyam1285,Nyam,gm,"9,18024","10,83652",260,Africa
1631,orma1241,Orma,gm,"-1,79489","39,60749",144,Africa
808,park1239,podoko,aa,"11,0206","14,0964",470,Africa
1361,pero1241,Pero,gm,"9,62092",11044,487,Africa
446,peve1243,LAME,upsid,"9,16111",14441,320,Africa
1161,qima1242,Agaw,ph,"12,8119","37,0542",1215,Africa
811,rend1243,rendille,aa,"2,27065","37,3608",523,Africa
1370,saya1246,Syan,gm,"9,69441","9,71748",447,Africa
1464,seba1251,Gyeto,gm,"8,11879","37,9891",2271,Africa
2621,sheh1240,Jibbali,ea,"17,29154","53,99526",790,Eurasia
1080,sida1246,Sidaama; Sidamo; Sidamic,ph,"6,74176","38,3729",1732,Africa
1414,silt1240,Silt'i,gm,"7,77004","38,1449",2091,Africa
1610,siwi1239,Siwi,gm,"29,200415","25,519627",-13,Africa
127,soma1255,Somali,spa,"4,778704","45,152856",226,Africa
555,soqo1240,SOCOTRI,upsid,"12,4892","53,9168",925,Eurasia
2157,stan1318,Arabic,uz,"27,9625","43,8525",622,Eurasia
659,suda1236,arabe,aa,"17,8021","33,3179",500,Africa
1648,tach1250,Tachelhit,gm,"29,7854","-7,77879",1031,Africa
575,taha1241,TAMASHEQ,upsid,"22,5908","8,73169",991,Africa
825,tama1365,tamasheq,aa,"14,2038","-2,41269",274,Africa
123,tari1263,Shilha,spa,"34,916974","-3,430616",361,Africa
824,tawa1286,tamajaq,aa,"13,9878","4,47692",274,Africa
2214,tera1251,Tera,uz,"11,0376","11,80953",437,Africa
130,tigr1270,Tigre,spa,"17,3494","38,2233",2359,Africa
1350,tigr1271,Tigrinya,gm,"15,3359","38,9266",2324,Africa
1608,tsam1247,Ts'amakko,gm,"5,3097","36,9139",940,Africa
1595,vame1236,Vame,gm,"10,9481","14,2131",410,Africa
1585,wand1278,Mandara,gm,"11,3169","13,8996",333,Africa
1635,wuzl1236,Ouldeme,gm,10955,"14,1378",623,Africa
1333,xamt1239,Xamtanga,gm,"12,4479","38,8352",2196,Africa
1510,zayy1238,Zway,gm,"8,01148","38,8258",1636,Africa
851,zulg1242,zulgo,aa,10827,"14,0578",713,Africa
196,ainu1240,Ainu,spa,"43,633654","142,46167",204,Eurasia
72,east2542,Ojibwa,spa,"45,0112","-79,7503",211,North America
1012,shaw1249,Shawnee,ph,35354,"-96,7635",236,North America
1103,siks1238,Blackfoot,ph,"49,0669",-113109,1233,North America
73,unam1242,Delaware,spa,"35,0264","-98,3201",383,North America
614,wiyo1248,WIYOT,upsid,"39,2492",-122952,553,North America
1025,yuro1248,Yurok,ph,"41,3262",-123824,620,North America
203,anga1290,ANGAATIHA,upsid,"-7,15012",146352,1544,Papunesia
1802,mapu1245,Mapudungun,saphon,"-38,7392",-71277,1448,South America
1803,acha1250,Achagua,saphon,"4,38649","-72,2005",153,South America
1807,ajyi1238,Ashéninka,saphon,"-9,82364","-74,61947",679,South America
1092,apur1254,Apurinã,ph,"-8,21692","-66,7714",100,South America
1805,araw1276,Lokono,saphon,"5,64295","-56,9243",1,South America
1806,asha1243,Asháninka,saphon,"-11,9311","-73,9073",726,South America
1808,ashe1272,Ashéninka,saphon,"-10,9777","-74,9153",725,South America
1075,bani1255,Kurripako; Baniwa; Baniwa (Icana),ph,"2,17859","-67,7704",169,South America
1813,bare1276,Baré,saphon,"1,91649",-66828,35,South America
1843,baur1253,Baure,saphon,"-13,1278","-64,1838",128,South America
1814,cabi1241,Cabiyarí,saphon,"0,16101","-71,0622",111,South America
1815,caqu1242,Caquinte,saphon,"-11,4812","-73,4451",1942,South America
855,cham1318,Chamicuro,ph,"-5,1149","-75,6778",144,South America
1817,curr1243,Curripaco,saphon,"0,69618","-67,5028",79,South America
1818,enaw1238,Enawené-Nawé,saphon,"-12,4302","-58,9802",368,South America
1820,guan1270,Kinikinao,saphon,"-19,1667","-54,0333",362,South America
1834,guar1293,Warekena,saphon,"1,80835","-66,922505",70,South America
1844,igna1246,Ignaciano,saphon,"-15,1188","-65,3993",132,South America
1819,inap1243,Iñapari,saphon,"-12,4653","-69,3083",197,South America
107,isla1278,Island Carib,spa,"15,364795","-61,342957",1,North America
1822,mach1267,Matsigenka,saphon,"-12,1291","-72,5017",1773,South America
1821,mach1268,Manchinere,saphon,"-10,4804","-69,7683",186,South America
1823,mehi1240,Mehináku,saphon,"-12,5364",-53521,262,South America
1824,nant1250,Nanti,saphon,"-12,1018","-72,3507",2505,South America
1825,noma1263,Nomatsigenga,saphon,"-11,5349","-74,4371",1142,South America
1826,pali1279,Palikúr,saphon,"3,63993","-51,6246",97,South America
1827,para1316,Paraujano,saphon,"10,8427","-71,8399",16,South America
1828,pare1272,Paresí,saphon,"-14,5929","-57,4059",386,South America
1829,piap1246,Piapoco,saphon,"4,37718","-68,5953",99,South America
1809,pich1237,Ashéninka,saphon,"-10,47249","-74,60281",718,South America
1830,resi1247,Resígaro,saphon,"-2,48139","-71,3578",101,South America
1831,tari1256,Tariana,saphon,"0,440205","-68,9042",98,South America
1832,tere1279,Terêna,saphon,"-20,6614","-56,0329",204,South America
2155,trin1274,Trinitario,saphon,"-15,3331","-65,4096",132,South America
1810,ucay1237,Ashéninka,saphon,"-9,49424","-73,1836",290,South America
1833,wapi1253,Wapichana,saphon,"2,58744","-59,8021",199,South America
1835,waur1244,Waurá,saphon,-13296,"-53,6971",311,South America
1836,wayu1243,Wayúu,saphon,"11,395566","-72,199791",32,South America
1837,xiri1243,Xiriâna,saphon,"2,69932","-62,5413",228,South America
1838,yane1238,Yánesha,saphon,"-10,5454",-75315,1942,South America
1839,yavi1244,Yavitero,saphon,"2,800281","-68,084219",239,South America
1840,yawa1261,Yawalapití,saphon,"-12,5104","-53,4236",257,South America
1153,yine1238,Yine,ph,"-11,1086","-73,3087",652,South America
1842,yucu1253,Yucuna,saphon,"-0,76075","-71,0033",100,South America
1848,culi1244,Kulina,saphon,"-8,55268","-70,6648",200,South America
1845,deni1241,Dení,saphon,"-6,74962","-67,5029",89,South America
897,jama1261,Jarawara,ph,"-7,62223","-66,5662",91,South America
1849,paum1247,Paumarí,saphon,"-5,78403","-64,2803",64,South America
1850,suru1263,Suruahá,saphon,"-6,82525","-66,3146",90,South America
206,ahte1237,AHTNA,upsid,"61,7068",-144889,398,North America
63,chip1261,Chipewyan,spa,"58,3637",-110832,334,North America
325,eyak1241,EYAK,upsid,"60,4232",-144762,3,North America
65,hupa1239,Hupa,spa,"41,0982","-123,68",159,North America
1232,jica1244,Jicarilla Apache,ph,"36,8079",-107007,2370,North America
951,mesc1238,Chiricahua Apache,ph,"33,1291",-105566,2379,North America
66,nava1243,Navaho,spa,"36,2106",-110082,2196,North America
1168,tana1290,Tanacross,ph,"63,4046",-143338,489,North America
579,tlin1245,TLINGIT,upsid,"59,4447","-135,29",801,North America
1069,tolo1259,Tolowa; Tolowa-Chetco,ph,"41,9192","-124,1",216,North America
1617,abar1238,Mungbam,gm,"6,5805","10,2267",763,Africa
1526,abid1235,Abidji,gm,"5,65656","-4,58421",72,Africa
1297,abua1244,Abua,gm,"4,83057","6,61492",128,Africa
1521,abur1243,Abure,gm,"5,21534","-3,64123",74,Africa
1234,adam1253,Adamawa Fulfulde; Adamawa Fulani,ph,"8,140326","13,077338",363,Africa
692,adan1247,dangme,aa,"5,9437","0,13243",76,Africa
1527,adio1239,Adioukrou,gm,"5,38228","-4,52522",135,Africa
1524,aghe1239,Aghem,gm,"6,38956","10,0807",1145,Africa
1400,ahan1243,Ahanta,gm,"4,85147","-1,94657",77,Africa
1544,ahan1244,Ahaan,gm,"7,44139","6,00896",304,Africa
651,ajab1235,adja,aa,"7,06634","1,64992",152,Africa
1245,akan1250,Akan,gm,"6,34756","-1,33254",173,Africa
1572,akas1242,Akasilimi,gm,"8,8858","1,37035",308,Africa
1554,akoo1248,Akoose,gm,"4,9243","9,65522",808,Africa
1532,akpe1248,Akpes,gm,"7,50256","5,95559",301,Africa
1529,alla1248,Alladian,gm,"5,22371","-4,42647",75,Africa
1091,ambe1247,Ambele,ph,"5,94043","9,62028",1380,Africa
220,amoo1242,AMO,upsid,"10,3229","8,65405",764,Africa
1658,anii1245,Anii,gm,"9,11127","1,60169",374,Africa
1246,anuf1239,anufɔ,gm,"10,2839","0,56021",145,Africa
1244,anyi1244,Agni Morofo,gm,"6,1627","-4,64232",76,Africa
1242,anyi1245,Anyi Sanvi,gm,"6,31781","-3,30532",167,Africa
205,apro1235,AIZI,upsid,"5,20273","-4,52192",77,Africa
1530,ashe1269,Tinɔr,gm,"9,36574","7,39443",577,Africa
1550,atti1239,Attie,gm,"5,9977","-3,8209",82,Africa
1296,avat1244,Avatime,gm,"6,8688","0,41314",224,Africa
1358,avik1243,Avikam,gm,"5,15838","-5,2529",72,Africa
1176,awin1248,Awing,ph,"5,88362",10264,1826,Africa
1545,ayer1245,Uwu,gm,"7,52206","6,01979",317,Africa
741,baan1242,kambari,aa,"10,8083","5,7261",382,Africa
669,baat1238,bariba,aa,"9,63186","2,99607",439,Africa
1178,baba1264,Baba,ph,"6,11222","10,5216",1503,Africa
1179,baba1266,Babanki,ph,"5,97863","10,2869",1630,Africa
1329,bady1239,Pajade,gm,"12,6425","-13,4759",45,Africa
926,bafa1247,Bafo,ph,"4,53307",9522,133,Africa
1656,bafa1249,Nchufie,gm,"5,84612","10,4518",1215,Africa
1258,bafi1243,kpaʔ,gm,"4,72603","11,0982",611,Africa
662,bafu1246,bafut,aa,"6,14153","10,1194",842,Africa
1199,baga1272,Baga Sitem,ph,"10,4793","-14,4756",60,Africa
1060,baga1273,Baga Koga; Koba; Barka,ph,"10,1286",-13947,78,Africa
1574,baka1272,Baka,gm,"2,16013","13,7804",582,Africa
1555,baka1273,Bakaka (Mwaneka),gm,"4,79991","9,80402",452,Africa
1180,bako1249,Bakoko,ph,"3,56518","9,99905",10,Africa
914,bako1250,Kole,ph,"4,43654","8,97387",232,Africa
1391,bala1302,Balante,gm,"12,5382","-15,6658",29,Africa
1204,bamb1265,Bambalang; Círàmbɔ́,ph,5861,10544,1126,Africa
934,bame1260,Mamenyan,ph,"5,77049","10,3302",1216,Africa
1009,bamu1253,Shupamem,ph,"5,49017","10,8477",972,Africa
1182,bamu1256,Bamunka,ph,"6,00203","10,5127",1205,Africa
665,band1345,banda,aa,"8,03339","23,9021",893,Africa
1183,bang1356,Bangolan,ph,"6,0125",10667,1205,Africa
1522,bank1256,Bankon,gm,"4,3702","9,6403",75,Africa
1100,baou1238,Baule,ph,"5,42509","-4,76565",90,Africa
670,basa1284,basaa,aa,"3,80765","10,4213",147,Africa
1559,bass1260,Bassossi,gm,"5,23655","9,52275",1362,Africa
1184,bata1285,Banoo,ph,"1,397041","9,51011",594,Africa
144,beem1239,Beembe,spa,"-3,95895","14,1",361,Africa
1186,befa1241,Befang,ph,"6,27562","10,0342",605,Africa
674,bekw1241,bekwarra,aa,"6,73737","8,86489",124,Africa
1435,bela1255,Belanda Viri,gm,"7,41311","27,6956",480,Africa
1188,bemb1257,Bemba,ph,"-10,6122","29,2993",1241,Africa
1513,bena1262,Bena,gm,"-9,26671","35,0364",1635,Africa
675,bero1242,berom,aa,"9,67037","8,81221",1219,Africa
677,bhel1238,bhele,aa,"0,24553","28,6681",924,Africa
678,bial1238,biali,aa,"11,0382","1,08259",152,Africa
1494,bidy1244,Bijogo,gm,"11,1097","-16,1497",9,Africa
1102,bike1242,Bikele,ph,NA,NA,NA,Africa
1251,bila1255,bila,gm,"1,16839","28,7626",710,Africa
679,bimo1239,bimoba,aa,"10,4575","0,06121",175,Africa
704,bini1246,ẹdo,aa,"6,40701","5,70426",134,Africa
1511,bomi1238,Leke,gm,"1,70044","17,3733",403,Africa
1607,boun1243,Kulango,gm,"8,46011","-2,74627",241,Africa
1603,buam1238,Bwamut,gm,"11,1687","-3,50303",337,Africa
1336,budu1250,Kibudu,gm,"2,00501",27951,774,Africa
1201,buku1249,Bukusu,ph,"0,68043","34,7719",1654,Africa
1390,buli1254,Buli,gm,"10,5763","-1,26748",152,Africa
684,bulu1251,bulu,aa,"3,16141","11,6365",752,Africa
1575,bumm1238,Bum,gm,"6,48655",10418,1219,Africa
1583,came1252,Mambila,gm,"6,43829","11,41953",843,Africa
1256,ceba1235,Senoufo-Cebaara,gm,"9,50768","-6,15264",444,Africa
713,cent2018,fulfulde,aa,"15,0907","8,43261",461,Africa
685,cerm1238,cerma,aa,"10,1245","-4,94917",297,Africa
1068,chee1238,Che; Rukuba; Kuche; Bache; Inchazi; Sale,ph,"10,0031","8,67024",951,Africa
1323,cher1271,Hill Guang,gm,"6,05387","-0,10955",199,Africa
1586,chon1287,Chonyi,gm,-6518,38672,78,Africa
686,chum1261,chumburung,aa,"8,15211","-0,2755",84,Africa
1318,copi1238,Copi,gm,NA,NA,NA,Africa
781,cros1244,mbembe,aa,"6,16926","8,23592",107,Africa
139,dagb1246,Dagbani,spa,"9,64745","-0,43227",175,Africa
252,dalo1238,BETE,upsid,"6,69281","-6,63944",286,Africa
1452,dege1246,Degema,gm,"4,73373","6,80991",350,Africa
787,degg1238,mo,aa,"8,43846","-2,28724",159,Africa
867,deny1238,Denya,ph,"5,97237","9,39989",148,Africa
1247,dibo1245,babole,gm,"1,07773","17,2305",359,Africa
1587,digo1243,Digo,gm,"-4,62101","39,1752",18,Africa
1271,diri1252,diriku,gm,"-18,1681","20,6678",1076,Africa
697,dita1238,ditammari,aa,"10,1614","1,18045",453,Africa
1495,domp1238,Dompo,gm,8182,-2295,223,Africa
698,doya1240,doayo,aa,"8,68604","13,0768",287,Africa
700,dual1243,duala,aa,"4,10208","9,61877",1,Africa
1588,duru1249,Duruma,gm,"-4,09629",39322,196,Africa
906,east2398,Kar,ph,"10,4987","-4,52253",264,Africa
702,ebir1243,ebira,aa,"8,15516","7,06183",357,Africa
316,efik1245,EFIK,upsid,"4,89379","8,38121",76,Africa
1523,efut1241,Efutu,gm,NA,NA,NA,Africa
1233,egaa1242,Ega,ph,"5,56081","-5,41732",99,Africa
873,eggo1239,Eggon,ph,"8,71442","8,45686",347,Africa
1654,ejag1239,Ejagham,gm,"5,54442","8,90959",500,Africa
874,ekpe1253,Ekpeye,ph,"5,06715","6,53362",113,Africa
969,elip1238,Nulibie,ph,"4,45694",11193,446,Africa
1300,eloy1241,Eloyi,gm,"8,24696","7,97061",253,Africa
707,emai1241,emai,aa,"7,09089","5,84494",139,Africa
708,enge1239,engenni,aa,"5,11931","6,37339",80,Africa
876,esim1238,Esimbi,ph,"6,50094","9,86936",591,Africa
1533,eten1239,Iten,gm,"9,73073","8,61443",1150,Africa
1563,eton1253,Eton,gm,"4,21045","11,3935",539,Africa
142,ewee1241,Ewe,spa,"6,46061","0,814975",82,Africa
709,ewon1239,ewondo,aa,"4,21141","11,93646",583,Africa
705,ezaa1238,ẹzaa,aa,NA,NA,NA,Africa
877,fang1246,Fan,ph,"1,723965","11,61454",535,Africa
1621,fang1248,Fang,gm,"6,54384",10319,762,Africa
710,fefe1239,fe'efe'fe,aa,"5,18158","10,1442",1272,Africa
1659,fipa1238,Fipa,gm,"-7,88963","31,3442",2129,Africa
711,fonn1241,fɔn,aa,"7,15484","1,66495",144,Africa
1310,food1238,Foodo,gm,"9,56489","1,40486",394,Africa
1325,fraf1238,Frafra,gm,NA,NA,NA,Africa
1651,fuli1240,Fuliiru,gm,"-3,04022","28,9865",1840,Africa
852,fwee1238,Fwe,ph,"-17,72372","24,43151",948,Africa
141,gaaa1244,Ga,spa,"5,65488","-0,18598",77,Africa
1500,gaaa1245,Tiba,gm,"8,4809","11,9603",634,Africa
673,gagn1235,bété,aa,"6,10051","-5,9701",203,Africa
770,gand1255,luganda,aa,"0,66884","32,15153",1158,Africa
339,gbag1258,GWARI,upsid,"9,29842","6,90495",272,Africa
880,gbar1246,Gbari,ph,"8,46411","7,10757",234,Africa
939,gbay1281,Mbodomo; Mbódɔ̀mɔ́,ph,"4,800365","14,606865",724,Africa
148,gbay1287,Gbeya,spa,"6,61896",17645,480,Africa
1282,gbes1238,gbesi,gm,"6,55911","2,0269",70,Africa
721,genn1243,gɛn-mina,aa,"6,25971","1,67727",64,Africa
1384,ghom1247,Banjun,gm,"5,39619",10352,1527,Africa
1302,giky1238,Gechode,gm,"8,39478","0,56975",285,Africa
1303,giny1241,Genyanga,gm,"8,2327","0,98348",304,Africa
1589,giry1241,Giryama,gm,"-3,30638","39,6648",134,Africa
723,godi1239,godié,aa,"5,3944","-5,82696",225,Africa
724,gonj1241,gonja,aa,"8,48801","-0,72757",104,Africa
727,gour1243,gulmancema,aa,"11,6711","1,28489",193,Africa
1638,gwen1239,Kigweno,gm,"-3,68407","37,6827",1185,Africa
728,hang1258,hanga,aa,"9,33929","-1,57833",152,Africa
1643,hang1260,Kihangaza,gm,"-2,52347","30,7074",1388,Africa
884,haya1250,Haya,ph,"-1,70878","31,4846",1262,Africa
1255,here1253,herero,gm,"-21,0231","20,5655",1140,Africa
1389,holo1240,Holoholo,gm,"-5,37545","28,3274",769,Africa
1114,hung1278,Kihungan,ph,"-3,69695","18,4312",343,Africa
1057,ibib1240,Ibibio,ph,"5,15279","7,86688",163,Africa
1536,idom1241,Idu,gm,"7,19139","7,71261",181,Africa
731,ifee1241,ifɛ̀,aa,"7,63568","1,58494",185,Africa
733,iged1239,igede,aa,"6,95522","8,27362",140,Africa
1580,igoo1238,Igo,gm,"7,25499","0,67846",587,Africa
1276,ikal1242,Ikalanga,gm,NA,NA,NA,Africa
1405,ikwe1242,Ikwere,gm,"5,04333","6,86651",363,Africa
735,ikwo1238,ikwo,aa,NA,NA,NA,Africa
1537,irig1241,Rigwe,gm,"9,85197","8,6525",1086,Africa
372,isok1239,ISOKO,upsid,"5,52889","6,24682",83,Africa
1664,iyiv1238,Iyive,gm,"6,50437","9,53302",303,Africa
896,izer1241,Hill Jarawa,ph,"9,5","8,7",981,Africa
736,izii1239,izi,aa,"6,33",8,128,Africa
1539,jere1244,Jere,gm,"10,1962","8,95834",890,Africa
1439,jita1239,Jita,gm,"-1,62681","33,9141",1244,Africa
1311,jola1262,Joola Huluf,gm,"12,5089","-16,5539",24,Africa
737,jola1263,joola,aa,"12,75752","-15,7354766667",15,Africa
1142,kabi1261,Kabiye,ph,"8,96816","0,495023",236,Africa
1535,kagf1238,West Kainji,gm,"11,5319","4,8387",305,Africa
1381,kagu1239,Kagulu,gm,"-6,38204","37,0534",979,Africa
1642,kahe1238,Kikahe,gm,"-3,51412","37,5759",856,Africa
1581,kako1242,Kako,gm,"3,79989","15,6282",542,Africa
1443,kamb1297,Kikamba,gm,"-1,60827","37,9532",961,Africa
744,kara1478,karaŋ,aa,"8,01727","15,2114",599,Africa
1347,kare1338,Kare,gm,"7,05641","15,2207",945,Africa
745,kase1253,kasem,aa,"11,0824","-1,39076",304,Africa
1337,kele1255,Iikile,gm,"0,36906","24,3098",442,Africa
1412,keme1240,Kemezung,gm,"6,69577","10,4984",884,Africa
905,kens1251,Kensei Nsei,ph,"6,01713",10412,1468,Africa
908,keny1279,Kenyang,ph,"5,58288","9,55918",876,Africa
1290,kete1252,kete,gm,"-7,15104","22,9027",849,Africa
1449,kgal1244,Shekgalagari,gm,"-24,9208","22,72016",1045,Africa
748,kiku1240,kikuyu,aa,"-0,29005",36719,2759,Africa
911,kiny1244,Kinyarwanda,ph,"-1,56771","29,6441",1608,Africa
1446,kisa1263,Olukisa,gm,"0,1529","34,5708",1391,Africa
792,kitu1245,munukutuba,aa,"-4,15654","14,5648",352,Africa
1571,kitu1246,Kituba,gm,"-2,29601","17,1548",421,Africa
417,klao1243,KLAO,upsid,"6,87233","-10,9214",90,Africa
246,kohu1244,KOHUMONO,upsid,"5,92596","7,96202",106,Africa
750,komc1235,kom,aa,"6,2596","10,3348",1792,Africa
751,komo1260,komo,aa,"-0,76333","26,7144",929,Africa
1508,konk1269,Konkomba,gm,"9,82224","0,2783",134,Africa
915,konn1242,Konni,ph,"10,2368","-1,54376",196,Africa
747,koon1245,kɔɔzime,aa,"3,25933","13,54152",611,Africa
1620,kosh1246,Koshin,gm,"6,5817",10299,673,Africa
1281,kota1272,kotafon,gm,"6,64027","1,72346",65,Africa
424,kpan1246,KPAN,upsid,"7,58343","10,1642",152,Africa
1306,krac1238,Krache,gm,"7,93475","0,01925",159,Africa
1307,krim1238,Krim,gm,"7,24116","-11,8393",27,Africa
1501,kuan1247,Kwanyama,gm,"-17,7176","16,58",1109,Africa
1365,kuny1238,Nyanga,gm,"-3,69702","12,5197",152,Africa
1346,kuoo1238,Kuo,gm,"7,97771","15,4843",601,Africa
758,kuri1259,kuria,aa,"-1,50636","34,5049",1216,Africa
759,kusa1250,kusal,aa,"10,9703","-0,38756",160,Africa
1119,kute1248,Kuteb,ph,"7,07479","10,0916",263,Africa
1549,kuwa1246,Kwatay,gm,"12,48255","-16,74835",7,Africa
1604,kwam1250,Kwami,gm,"-1,53712","27,4633",1010,Africa
1503,kwam1251,Kwambi,gm,"-18,0339","15,7294",1074,Africa
1272,kwan1273,kwangari,gm,"-17,9026",19256,1124,Africa
1582,kwan1276,Kwanja,gm,"6,30293","11,6931",1087,Africa
1646,kway1241,Eciruuri,gm,"-1,80737","33,71",1171,Africa
1291,kwes1244,kwezo,gm,"-5,60445","18,5759",802,Africa
695,lako1244,dida,aa,"5,86012","-5,40633",120,Africa
760,lama1275,lama,aa,"8,66954","0,833293",510,Africa
804,lamn1239,nsoʼ,aa,"6,39743","11,0684",1122,Africa
923,lang1320,Langi,ph,"-4,71413","35,9517",1353,Africa
1259,lega1249,lega-shabunda,gm,"-3,83196","27,1424",672,Africa
1540,legb1242,Leggbo,gm,"6,02645","7,98385",105,Africa
441,lele1264,LELEMI,upsid,"7,34549","0,50746",464,Africa
1338,leng1258,Lengola,gm,"-1,95874","25,3343",470,Africa
899,liji1238,Jili,ph,"8,52193","8,35562",252,Africa
1334,lika1243,Lika,gm,"2,13777","27,6088",633,Africa
1260,limb1268,limbum (southern),gm,"6,58608","10,9802",1232,Africa
768,ling1263,lingala,aa,"1,40324","19,7829",389,Africa
1541,logb1245,Logba,gm,"6,92838","0,43068",176,Africa
1278,long1387,longto,gm,"8,33313","13,0568",420,Africa
928,luch1239,Lucazi,ph,"-14,0648","22,2437",1042,Africa
769,lukp1238,lokpa,aa,"9,51949","1,66954",377,Africa
927,lund1266,Lunda,ph,"-11,1793","23,8662",1252,Africa
146,luva1239,Luvale,spa,"-13,5382","22,2924",1053,Africa
890,luya1241,Louyi,ph,"-15,01","22,67",1024,Africa
1240,lyel1241,Lele (Lyélé),ph,"12,4305","-2,59229",262,Africa
