id,glottocode,name,source,latitude,longitude,elevation,macroarea
1722,galo1242,Gallong,ra,"27,9805586","94,6884956",582,Eurasia
24,garo1247,Garo,spa,"25,2954",90462,89,Eurasia
2344,guru1261,Gurung,ea,"27,41687","86,28988",1781,Eurasia
287,haka1240,LAI,upsid,"22,8735","92,8208",763,Eurasia
2165,hakk1236,Hakka Chinese,uz,25,116,393,Eurasia
2391,hela1238,Yolmo,ea,"27,9212","85,6289",1473,Eurasia
2313,huml1238,Humla Bhotia,ea,"30,1451","81,5659",5034,Eurasia
1208,jiar1240,Jiarong,ph,"31,60295","102,22875",NA,Eurasia
387,kach1280,JINGPHO,upsid,"25,4634","97,3278",225,Eurasia
1736,karb1241,Karbi (Mikir),ra,"25,7317","93,0462",119,Eurasia
2489,kham1282,Nangchenpa Tibetan,ea,"31,9313","91,7062",4610,Eurasia
1742,khez1235,Khezha,ra,"25,7078","94,3114",1533,Eurasia
1226,kinn1249,Kinnauri; Kanauri,ph,"31,3688","78,3148",4324,Eurasia
1794,kokb1239,Tripuri,ra,"23,1916","91,4673",18,Eurasia
917,kulu1253,Kulung,ph,"27,1606","87,5717",1518,Eurasia
2439,kurt1248,Kurtoep,ea,"27,5365","90,9822",3599,Eurasia
2393,kyer1238,Kyirong Tibetan,ea,"28,2922","85,4257",3096,Eurasia
922,lada1244,Ladakhi,ph,33468,"80,6013",5507,Eurasia
2319,lahu1253,Lahu,ea,"21,2701",100214,1536,Eurasia
1758,lepc1244,Lepca,ra,"27,0869","88,5726",1167,Eurasia
1121,lisu1250,Lisu,ph,"22,5488","94,0184",2349,Eurasia
2352,lizu1234,Lizu,ea,"28,333425","101,350309",2544,Eurasia
1759,loth1237,Lotha,ra,"26,01396","94,04355",261,Eurasia
2263,lowa1242,gLo Tibetan,ea,"29,0324","83,8959",3549,Eurasia
1760,lush1249,Lushai,ra,"22,6138","92,6247",119,Eurasia
935,mana1288,Manange,ph,"28,6416","84,0515",3609,Eurasia
1047,mand1415,Standard Chinese; Mandarin,ph,"40,0209",116228,52,Eurasia
1125,mani1292,Manipuri,ph,"24,4409","93,3426",314,Eurasia
2491,merg1238,Myeik Burmese,ea,NA,NA,NA,Eurasia
1767,miju1243,Mishmi,ra,"28,4732","97,0444",1954,Eurasia
2562,mind1253,Min Dong Chinese,ea,26,"119,5",12,Eurasia
481,minn1241,XIAMEN,upsid,"24,5","118,17",20,Eurasia
1768,miny1240,Mising,ra,NA,NA,NA,Eurasia
1769,moyo1238,Moyon,ra,"24,4793","94,3421",696,Eurasia
2617,narp1239,Nar-Phu,ea,"28,76714","84,22852",4595,Eurasia
485,naxi1245,NAXI,upsid,"27,5",100,3640,Eurasia
489,newa1246,NEWARI,upsid,"27,2614","84,9577",285,Eurasia
2429,nort2722,Northern Qiang,ea,"32,2766",103192,3426,Eurasia
2164,nucl1310,Burmese,uz,"20,7926","93,9665",699,Eurasia
2544,nucl1729,Tamang,ea,NA,NA,NA,Eurasia
21,nyis1236,Dafla,spa,"27,278263","93,675529",1134,Eurasia
1776,pait1244,Paite,ra,"24,0381","93,6136",1238,Eurasia
1043,paok1235,"Pa-O, Taungthu",ph,20211,"97,5969",1084,Eurasia
1778,patt1248,Pat̩t̩an̩i,ra,"32,6963","76,5966",4587,Eurasia
2456,puri1258,Purki,ea,"34,3386","76,0127",4808,Eurasia
2298,puxi1242,Puxi,ea,NA,NA,NA,Eurasia
1224,pwon1235,Pwo Karen,ph,18016,"98,2709",1004,Eurasia
2360,rawa1265,Rawang,ea,"27,1027","97,0738",2305,Eurasia
25,sgaw1245,Karen,spa,"17,9872","97,7126",224,Eurasia
2307,sher1255,Solu Sherpa,ea,27674,"86,9994",4427,Eurasia
2230,shix1238,Xumi,uz,"28,3895","100,4",4811,Eurasia
2502,shum1243,Labrang Tibetan,ea,"31,6862","78,3865",4227,Eurasia
2483,sich1238,Nuosu,ea,"28,1947",102121,1630,Eurasia
2415,sikk1242,Denjongka,ea,"27,85795","88,59153",4601,Eurasia
2585,sout2729,Southern Pumi,ea,"27,8408",100622,3253,Eurasia
2369,spit1240,Spiti Tibetan,ea,32526,77833,5805,Eurasia
2264,stod1241,Tod Tibetan,ea,32497,77116,4255,Eurasia
2211,sumi1235,Sumi,uz,"25,9996","94,4235",855,Eurasia
1789,tang1336,Tangkul Naga,ra,"25,0489","94,3567",1639,Eurasia
1790,tase1235,Tangsa,ra,"27,2572","96,3855",785,Eurasia
293,tedi1235,TIDDIM CHIN,upsid,"23,6079",93519,1341,Eurasia
1792,thad1238,Thaadou,ra,24096,93722,1512,Eurasia
2294,thak1245,Thakali,ea,"28,7014","83,6466",2762,Eurasia
1220,thul1246,Thulung; Thulung Rai,ph,"27,5389","87,6063",2504,Eurasia
1067,tibe1272,Tibetan,ph,"28,3681","90,1872",5435,Eurasia
1221,tsha1245,Tshangla,ph,"27,3694","91,7741",1804,Eurasia
2527,walu1241,Walungge,ea,27695,"87,2374",3867,Eurasia
2396,wayu1241,Hayu,ea,"27,3047","86,1227",1312,Eurasia
17,wuch1236,Wu,spa,"29,8621",119682,102,Eurasia
2267,yong1270,Yongning Na,ea,"27,8","100,9",3319,Eurasia
2166,yuec1235,Chinese,uz,23,113,21,Eurasia
1229,zaiw1241,Zaiwa,ph,"24,1726","98,3643",2113,Eurasia
2420,zhon1235,Zhongu Tibetan,ea,"32,43582","103,44179",2888,Eurasia
1104,bilo1248,Biloxi,ph,"31,32","-89,1951",61,North America
1238,crow1244,Crow,ph,45368,-107874,1029,North America
75,lako1247,Dakota,spa,"46,3699","-103,95",901,North America
894,kris1246,Isaka,ph,"-2,80084",141303,496,Papunesia
1013,nucl1634,Skou,ph,"-2,64378",140902,7,Papunesia
604,vani1248,VANIMO,upsid,"-2,68501",141258,174,Papunesia
1257,koyr1240,songhoy,gm,16192,"-3,73962",287,Africa
1274,koyr1242,"Songhay, Koyraboro Senni",gm,"16,9634","-0,55187",235,Africa
1372,tada1238,Tadaksahak,gm,16685,"2,32653",436,Africa
850,zarm1239,zarma,aa,"12,8554","2,41173",212,Africa
1166,aran1237,Arandai,ph,"-2,08016",132983,20,Papunesia
2634,murr1259,Murrinh-patha,er,NA,NA,NA,Australia
961,nang1259,Nganikurungkurr,ph,-14268,131237,163,Australia
1483,aari1239,Aari,gm,"5,95034","36,5721",1508,Africa
1440,dime1235,Dime,gm,"6,20951","36,3329",1826,Africa
218,hame1242,HAMER,upsid,"5,06515","36,5176",1056,Africa
60,naas1242,Nasioi,spa,"-6,46022",155632,1642,Papunesia
1431,didi1258,Didinga,gm,"4,21489","33,6869",1818,Africa
1472,meen1242,Me'en,gm,"6,63207","35,6255",1022,Africa
793,murl1244,murle,aa,"6,69756",33988,445,Africa
1493,nari1240,Laarim,gm,"4,80331","33,3312",570,Africa
1209,suri1267,Suri,ph,"6,03205","35,0823",1168,Africa
28,bouy1240,Yay,spa,"24,8484",106187,766,Eurasia
26,lakk1238,Lakkia,spa,"24,1169",110106,981,Eurasia
924,laoo1244,Lao,ph,"16,0726",104568,499,Eurasia
2374,luuu1242,Lue,ea,"21,0321",101282,1045,Eurasia
309,nort2735,KAM,upsid,"26,9944",109204,480,Eurasia
2518,nort2740,Northern Thai,ea,"18,857495","100,20739",441,Eurasia
2314,nort2741,Northeastern Thai,ea,"14,3253",102986,136,Eurasia
502,nung1283,LUNGCHOW,upsid,"20,8965",104286,723,Eurasia
2426,nyaw1245,Nyaw,ea,"17,1213",104151,158,Eurasia
2517,phut1244,Phu Tai,ea,"17,7544966667","104,684233333",317,Eurasia
340,qaua1234,GELAO,upsid,"26,155438","106,16455",1272,Eurasia
2361,saek1240,Saek,ea,"17,4558",104787,145,Eurasia
2367,shan1277,Shan,ea,"21,5995","98,0342",1082,Eurasia
2333,sout2746,Soutern Tai,ea,"6,85668","99,7031",1,Eurasia
2605,suii1243,Sui,ea,"24,0488",106563,300,Eurasia
2582,taid1248,Tay Yo,ea,"19,1801",104938,557,Eurasia
2471,taid1249,Tay Daeng,ea,"20,4559",104625,1093,Eurasia
2572,tain1252,Tai Nuea,ea,"21,7837",99722,956,Eurasia
2215,thai1261,Thai,uz,14192,100671,8,Eurasia
581,tama1331,TAMA,upsid,14332,"21,9951",1037,Africa
3001,gang1267,Gangalidda,er,"-17,5446",139426,12,Australia
3002,kaya1319,Kayardild,er,"-17,0695",139489,1,Australia
3003,lard1243,Lardil,er,"-16,56152","139,4343",1,Australia
87,pure1242,Tarascan,spa,"19,2467",-101631,2285,North America
468,dadi1250,DADIBI,upsid,"-6,65765",144511,803,Papunesia
570,nucl1339,TEMEIN,upsid,"11,8275","29,3898",714,Africa
1426,tese1238,These,gm,"11,3885","29,5803",606,Africa
1937,ticu1245,Ticuna,saphon,"-3,66289","-69,8723",100,South America
1090,adan1251,Adang,ph,"-8,18958",124448,562,Papunesia
617,kama1365,WOISIKA,upsid,"-8,26897",124792,1096,Papunesia
1083,hueh1236,"Tepehua, Huehuetla; Tepehua de Hidalgo; Tepehua de Huehuetla",ph,"20,6189","-97,9347",280,North America
84,papa1238,Totonac,spa,"20,5671","-97,2554",52,North America
1158,tlac1235,Tepehua,ph,20704,"-98,1947",434,North America
1130,nisg1240,Nishgha,ph,55199,-129192,30,North America
592,nucl1649,TSIMSHIAN,upsid,"52,59103","-128,544545",457,North America
2050,bara1380,Barasana-Eduria,saphon,"0,02193",-70808,204,South America
2054,cara1272,Karapanã,saphon,"0,06168","-69,6465",118,South America
2051,cube1242,Kubeo,saphon,"1,32382","-70,1939",169,South America
2052,desa1247,Desano,saphon,"0,58157","-69,4955",192,South America
1113,guan1269,Wanano,ph,"1,07554","-69,5705",98,South America
2055,kore1283,Koreguaje,saphon,"0,92316","-75,3475",292,South America
2056,macu1260,Macuna,saphon,"-0,14459","-70,0749",182,South America
2057,orej1242,Máíhɨki,saphon,"-2,86315","-72,4926",109,South America
2058,pira1254,Piratapuyo,saphon,"0,50714","-69,5032",208,South America
2143,pisa1245,Pisamira,saphon,"1,1017","-70,502483",172,South America
1000,seco1241,Secoya,ph,"-0,459785","-75,5547",216,South America
2060,sion1247,Siona,saphon,"0,31733","-76,0237",291,South America
2061,siri1274,Siriano,saphon,"0,436515",-70184,211,South America
2062,tani1257,Tanimuca-Retuarã,saphon,"-0,59023","-70,3853",90,South America
1040,tatu1247,Tatuyo,ph,"0,55582","-70,5327",215,South America
2064,tuca1252,Tucano,saphon,"0,579755","-69,5763",200,South America
2065,tuyu1244,Tuyuca,saphon,"0,39441","-70,043515",207,South America
2066,waim1255,Waimaha,saphon,"0,30416","-70,1644",207,South America
2067,yuru1263,Yurutí,saphon,"0,735585","-69,6955",158,South America
2238,even1259,Evenki,uz,"53,85",108626,288,Eurasia
2288,even1260,Even,ea,"70,6687",130914,156,Eurasia
463,manc1252,MANCHU,upsid,"47,3122",126557,192,Eurasia
341,nana1257,NANAI,upsid,"48,4343",134797,43,Eurasia
2570,udih1248,Udihe,ea,"46,6309",135678,357,Eurasia
2068,ache1246,Aché,saphon,"-25,5865","-56,4697",131,South America
2069,akun1241,Akuntsú,saphon,"-12,8322","-60,9716",362,South America
2070,amun1246,Amundava,saphon,"-9,04023","-62,3064",100,South America
2071,apia1248,Apiaká,saphon,"-7,84711","-57,91",130,South America
2072,araw1273,Araweté,saphon,"-4,90246","-52,5001",174,South America
2075,avac1239,Avá-Canoeiro,saphon,"-13,6081","-48,1336",347,South America
2076,awet1244,Awetí,saphon,"-12,381944","-53,391944",251,South America
2142,chir1286,Nhandeva,saphon,"-25,6521",-55051,218,South America
1909,coca1259,Kokama-Kokamilla,saphon,"-4,5",-74,116,South America
2077,east2555,Chiriguano,saphon,"-21,0909","-61,7179",1332,South America
2079,emer1243,Emerillon,saphon,"3,23694","-52,3699",76,South America
2080,gavi1246,Gavião do Jiparaná,saphon,"-10,7235","-61,6752",194,South America
882,guaj1255,Guajajara,ph,"-4,69461","-45,7081",240,South America
2081,guaj1256,Guajá,saphon,"-3,93574","-46,3683",100,South America
2085,guar1292,Guarayu,saphon,"-15,8247","-61,6934",366,South America
2086,juma1249,Júma,saphon,"-7,27501","-64,0998",80,South America
2087,juru1256,Jurúna,saphon,"-10,9354","-53,3472",234,South America
2089,kaiw1246,Kaiwá,saphon,-24589,"-54,6815",338,South America
2090,kama1373,Kamayurá,saphon,"-12,2661","-53,4651",254,South America
1076,kari1311,Karitiana; Karitiâna,ph,"-9,37937","-64,1522",99,South America
1097,karo1306,Karo,ph,NA,NA,NA,South America
902,kaya1329,Kaiabi,ph,"-11,2747","-55,5479",300,South America
2094,kuru1309,Kuruáya,saphon,"-3,09561","-52,2303",100,South America
2095,maku1278,Makuráp,saphon,"-11,8701","-64,3201",180,South America
2083,mbya1239,Mbyá,saphon,"-26,0188",-52711,489,South America
1129,mund1330,Mundurukú,ph,"-8,41095",-57691,95,South America
2097,nhen1239,Nheengatú,saphon,"1,04503","-66,9646",77,South America
2098,omag1248,Omagua,saphon,-3526,"-69,1667",73,South America
2099,pait1247,Pai Tavytera,saphon,"-23,15945","-56,11758",296,South America
2084,para1311,Paraguayan Guaraní,saphon,"-25,60551","-57,08816",328,South America
2100,para1312,Parakanã,saphon,"-4,64681","-50,0621",213,South America
1217,saki1248,Sakirabiá; Mekens,ph,-13054,"-62,0927",166,South America
2102,sate1243,Sateré-Mawé,saphon,"-3,63897","-56,8749",68,South America
2116,siri1273,Sirionó,saphon,"-15,5298","-63,9688",163,South America
2103,suru1262,Suruí,saphon,"-11,0989","-61,2818",204,South America
1038,tapi1253,Tapiete,ph,"-21,4169",-62684,291,South America
2105,tapi1254,Tapirapé,saphon,"-10,5373","-50,5438",168,South America
2106,temb1276,Tembé,saphon,"-2,6123","-48,2359",71,South America
2107,tenh1241,Tenharim,saphon,"-7,92626",-61936,93,South America
2074,toca1235,Asuriní do Tocantins,saphon,"-3,59359","-49,8991",101,South America
2108,tupa1250,Tuparí,saphon,"-11,8884","-62,2544",249,South America
2109,tupi1273,Tupinambá,saphon,"-22,807778","-42,106389",4,South America
2088,urub1250,Kaapor,saphon,"-2,46455","-46,2204",113,South America
2110,urue1240,Uru-Eu-Wau-Wau,saphon,"-10,9176","-63,8086",432,South America
2111,waya1270,Wayampi,saphon,"1,73817","-52,6887",591,South America
2113,xeta1241,Xetá,saphon,"-24,9408","-52,2266",718,South America
2073,xing1248,Asurini do Xingú,saphon,"-4,13463",-52321,100,South America
2114,xipa1240,Xipaya,saphon,-4133,-49948,100,South America
2117,yuqu1240,Yuqui,saphon,"-16,7875","-64,9438",198,South America
2115,zoee1240,Zo'é,saphon,"-1,77208","-55,50746",106,South America
2500,bash1264,Bashkir,ea,"53,5967","56,5594",163,Eurasia
189,chuv1255,Chuvash,spa,55487,47163,107,Eurasia
2255,dolg1241,Dolgan,ea,"71,1083","94,2936",43,Eurasia
2331,gaga1249,Gagauz,ea,"44,5988","28,0277",1,Eurasia
2540,kara1462,Tofa,ea,"53,7145","98,3792",1454,Eurasia
2403,kara1464,Karaim,ea,"54,5534","25,1054",145,Eurasia
2318,kara1467,Karakalpak,ea,"39,98","63,3223",192,Eurasia
2433,khak1248,Khakas,ea,"50,7393",107169,809,Eurasia
2382,kirg1245,Kyrgyz,ea,42,74,3648,Eurasia
2355,kumy1244,Kumyk,ea,43,47,504,Eurasia
2372,nort2686,Northern Altai,ea,"50,8998","88,0672",1846,Eurasia
603,nort2690,UZBEK,upsid,"43,7489",59231,366,Eurasia
2296,nort2697,North Azerbaijani,ea,"40,9777","46,4737",266,Eurasia
2217,nucl1301,Turkish,uz,"39,8667","32,8667",1068,Eurasia
2523,sala1264,Salar,ea,"35,5457",102819,2943,Eurasia
2259,sout2697,South Azerbaijani,ea,"36,5137","48,4302",2276,Eurasia
2609,tata1255,Tatar,ea,55,50,165,Eurasia
2595,turk1304,Turkmen,ea,"37,0872","59,1757",2261,Eurasia
1225,tuvi1240,Tuva; Tuvan,ph,48436,"92,6693",614,Eurasia
2612,uigh1240,Uyghur,ea,"43,67","79,75",722,Eurasia
2444,yaku1245,Sakha,ea,"61,6974","133,98",170,Eurasia
1379,huaa1248,!Xóõ,gm,"-24,20022","20,79583",1124,Africa
2122,kari1255,Karirí-Xocó,saphon,"-9,84999","-36,3333",183,South America
2268,bese1243,Beserman,ea,NA,NA,NA,Eurasia
858,east2328,Cheremis,ph,"55,8307",48405,63,Eurasia
2616,erzy1239,Erzya,ea,"52,8548","45,3901",179,Eurasia
2181,esto1258,Estonian,uz,"58,55","25,82",56,Eurasia
2535,finn1318,Finnish,ea,"64,7628","25,5577",22,Eurasia
2469,fore1265,Forest Enets,ea,"69,9829","88,2121",121,Eurasia
2450,fore1274,Forest Nenets,ea,"63,72","71,97",108,Eurasia
2191,hung1274,Hungarian,uz,"46,9068585714","19,6555271429",110,Eurasia
2459,kama1351,Kamassian,ea,"55,07","94,83",445,Eurasia
2446,kare1335,Karelian,ea,"65,1691","30,8655",97,Eurasia
1137,khan1273,Eastern Khanty,ph,"62,4308","66,1218",15,Eurasia
2260,kild1236,Kildin Saami,ea,"68,2158","35,8348",235,Eurasia
2460,komi1268,Komi-Zyrian,ea,"64,0527",54946,181,Eurasia
2575,komi1269,Komi-Permyak,ea,"59,6602","54,7959",157,Eurasia
2384,komi1277,Yodzyak Komi,ea,60717,55756,182,Eurasia
2448,livv1244,Livonian,ea,57566,"22,0262",16,Eurasia
2475,mans1258,Northern Mansi,ea,"64,4118",61344,84,Eurasia
2243,moks1248,Moksha,ea,"54,1855","42,6728",159,Eurasia
2402,nene1249,Tundra Nenets,ea,"66,1775","71,0234",55,Eurasia
2461,ngan1291,Nganasan,ea,"73,1354","86,2106",30,Eurasia
2235,nort2671,Northern Saami,uz,68725,"22,1113",545,Eurasia
2234,pite1240,Pite Saami,uz,"66,4011","17,4261",523,Eurasia
2485,selk1253,Taz Selkup,ea,"59,9409","82,3004",68,Eurasia
2566,skol1241,Skolt Saami,ea,"68,8326","29,7204",173,Eurasia
549,sout2674,SAAMI,upsid,"62,8801","13,7006",733,Eurasia
2442,sout2679,Võro,ea,"57,85",27,72,Eurasia
2494,ters1235,Ter Saami,ea,"67,2458","38,5061",181,Eurasia
2434,vach1239,Eastern Khanty,ea,NA,NA,NA,Eurasia
2490,veps1250,Veps,ea,"60,3353","34,7865",223,Eurasia
2326,voti1245,Votic,ea,"59,3802","28,6235",30,Eurasia
2273,west2392,Hill Mari,ea,"56,22",46569,164,Eurasia
2126,chip1262,Chipaya,saphon,"-18,73951","-67,89633",3703,South America
2127,uruu1244,Uru,saphon,"-16,72547","-68,97119",3674,South America
864,coma1245,Comanche,ph,"34,5701",-98424,892,North America
865,cupe1243,Cupeno,ph,"33,3148",-116515,1453,North America
95,hopi1249,Hopi,spa,"35,7653",-110535,1728,North America
1033,huar1255,Warihio,ph,"27,8685",-108437,1168,North America
886,huic1243,Huichol,ph,21954,-104062,959,North America
624,kawa1283,KAWAIISU,upsid,"36,0538",-118679,1328,North America
94,luis1253,Luiseno,spa,"33,3184",-116939,822,North America
957,mich1245,Michoacan Nahual,ph,"18,3412",-103361,194,North America
966,nort2954,Northern Paiute,ph,"40,0799",-119536,1140,North America
486,nort2957,NAHUATL,upsid,"20,1356","-97,9814",1438,North America
1133,pana1305,Panamint,ph,"36,0007",-117901,1017,North America
1004,serr1255,Serrano,ph,"33,9479",-116772,818,North America
96,toho1245,Pima,spa,"31,7973",-111995,630,North America
1084,utes1238,Southern Ute; Ute; Ute-Southern Paiute,ph,"40,0965",-110305,1829,North America
629,yaqu1251,YAQUI,upsid,"29,9446",-110681,849,North America
71,kwak1269,Kwakiutl,spa,"50,9269",-127308,79,North America
964,nuuc1236,Nootka,ph,"49,67","-126,67",401,North America
2641,amii1238,Emmi,er,"-13,5573","130,04",13,Australia
47,mara1386,Maranungku,spa,"-13,6754","130,12",78,Australia
2637,mari1417,Marramaninyshi,er,"-14,1788",130561,282,Australia
2638,mari1419,Marringarr,er,"-14,3819","130,25",247,Australia
2639,mari1424,Marrithiyel,er,"-13,8818",130237,206,Australia
2640,mart1254,Marti Ke,er,"-14,0058",129837,68,Australia
613,wint1259,WINTU,upsid,"39,7176",-122445,181,North America
3008,gamb1251,Gambera,er,"-14,29546","126,27131",42,Australia
3009,kwin1241,Kwini,er,"-14,2515",126562,4,Australia
3007,ngar1284,Ngarinyin,er,"-16,4006",126433,567,Australia
3011,umii1236,Umiida,er,"-16,615461","124,079216",105,Australia
3012,ungg1243,Unggumi,er,"-15,65","124,67",81,Australia
3013,worr1237,Worrorra,er,"-15,612781","124,881218",68,Australia
3010,wuna1249,Wunambal,er,"-14,8347","125,72",122,Australia
3014,yawi1239,Yawijibaya,er,"-15,348087","124,529665",1,Australia
3015,ward1246,Wardaman,er,"-15,4155",132604,202,Australia
3016,yang1288,Yangman,er,"-14,4964","132,52",243,Australia
2132,nina1238,Ninam,saphon,"4,03894","-62,7801",1050,South America
1236,sanu1240,Sanuma; Sanumá,ph,"1,31875","-67,6498",979,South America
2135,yano1261,Yanomamö,saphon,"1,67967","-64,8781",420,South America
2134,yano1262,Yanomámi,saphon,"2,48999","-62,8522",507,South America
637,yare1248,YAREBA,upsid,"-9,50651",148605,340,Papunesia
644,nucl1454,YAWA,upsid,"-1,77196",136263,946,Papunesia
2395,kett1243,Ket,ea,"63,7551","87,5466",28,Eurasia
2286,nort2745,Tundra Yukaghir,ea,"65,3874",151318,12,Eurasia
1027,sout2750,Yukaghir (Kolyma),ph,64218,154375,366,Eurasia
607,wapp1239,WAPPO,upsid,"38,25","-122,5",47,North America
1023,yuki1243,Yuki,ph,"39,8389",-123296,610,North America
2137,ayor1240,Ayoreo,saphon,"-19,220055","-60,217495",266,South America
2136,cham1315,Chamacoco,saphon,"-20,5899","-58,2005",78,South America
2138,ando1255,Andoa,saphon,"-3,29664","-76,6056",239,South America
2139,arab1268,Arabela,saphon,"-1,96126","-75,0612",168,South America
2140,iqui1243,Iquito,saphon,"-3,31233","-73,97046",141,South America
2141,zapa1253,Záparo,saphon,"-1,99871",-76364,209,South America
